id,Time,Production_of_CHP,Production_of_PV,Grid_Reference_SMARD,Total_Load,Feed,Brown Coal,Hard Coal,Other conventional fuel,Natural Gas,Biomass,Hydropower,WindOffshore,WindOnshore,Photovoltaic,Other Renewables,Pumped Storage,EVSE_cluster,Haus_Harbig,Haus_Fleming
0,2020-01-01 00:00:00+00:00,428.0,0.0,0.0,280.0,-149.0,1088,49,250,150,287,34,126,1004,0,19,285,0.018,27.0,26.0
1,2020-01-01 00:15:00+00:00,430.0,0.0,0.0,294.0,-136.0,1088,49,249,148,287,34,126,962,0,19,268,0.014,27.5,27.0
2,2020-01-01 00:30:00+00:00,429.0,0.0,0.0,291.0,-138.0,1093,49,247,149,282,33,112,930,0,19,232,0.085,27.5,28.0
3,2020-01-01 00:45:00+00:00,430.0,0.0,0.0,276.0,-153.0,1102,49,247,151,285,34,110,920,0,19,203,0.383,27.5,27.5
4,2020-01-01 01:00:00+00:00,431.0,0.0,0.0,285.0,-146.0,1157,49,246,149,287,34,107,942,0,19,1,0.313,26.5,26.0
5,2020-01-01 01:15:00+00:00,430.0,0.0,0.0,282.0,-147.0,1172,49,246,145,289,34,100,923,0,19,0,0.311,26.5,24.5
6,2020-01-01 01:30:00+00:00,430.0,0.0,0.0,273.0,-156.0,1178,49,247,144,286,34,97,949,0,18,0,0.324,27.0,26.0
7,2020-01-01 01:45:00+00:00,430.0,0.0,0.0,278.0,-152.0,1175,49,245,144,287,34,108,968,0,19,0,0.318,27.0,27.5
8,2020-01-01 02:00:00+00:00,430.0,0.0,0.0,279.0,-151.0,1185,49,246,145,287,34,132,925,0,19,0,0.318,26.5,27.0
9,2020-01-01 02:15:00+00:00,430.0,0.0,0.0,289.0,-142.0,1189,49,247,145,283,33,168,835,0,18,0,0.317,27.0,27.0
10,2020-01-01 02:30:00+00:00,430.0,0.0,0.0,284.0,-146.0,1190,49,245,145,286,34,167,839,0,18,0,0.327,26.5,26.5
11,2020-01-01 02:45:00+00:00,430.0,0.0,0.0,287.0,-143.0,1197,49,241,145,288,34,173,843,0,18,0,0.325,25.5,27.5
12,2020-01-01 03:00:00+00:00,431.0,0.0,0.0,284.0,-147.0,1212,49,244,144,289,34,179,825,0,18,0,0.31,25.5,28.0
13,2020-01-01 03:15:00+00:00,430.0,0.0,0.0,277.0,-154.0,1210,49,246,144,287,34,191,801,0,18,0,0.322,25.0,26.0
14,2020-01-01 03:30:00+00:00,430.0,0.0,0.0,278.0,-152.0,1215,49,246,144,287,34,178,787,0,18,0,0.322,25.0,24.5
15,2020-01-01 03:45:00+00:00,430.0,0.0,0.0,287.0,-143.0,1225,49,246,145,286,34,181,740,0,19,0,0.319,25.5,25.0
16,2020-01-01 04:00:00+00:00,431.0,0.0,0.0,288.0,-142.0,1240,49,244,149,289,34,189,652,0,19,0,0.316,25.5,27.0
17,2020-01-01 04:15:00+00:00,430.0,0.0,0.0,283.0,-147.0,1239,49,246,149,287,34,197,599,0,19,0,0.322,25.5,28.0
18,2020-01-01 04:30:00+00:00,431.0,0.0,0.0,282.0,-148.0,1238,49,246,149,290,34,187,591,0,19,0,0.315,25.5,28.0
19,2020-01-01 04:45:00+00:00,431.0,0.0,0.0,285.0,-146.0,1244,49,249,149,287,34,191,583,0,19,0,0.32,25.5,28.5
20,2020-01-01 05:00:00+00:00,431.0,0.0,0.0,287.0,-144.0,1250,49,248,150,288,34,208,541,0,19,0,0.32,25.5,29.0
21,2020-01-01 05:15:00+00:00,430.0,0.0,0.0,287.0,-143.0,1252,49,250,150,287,34,220,500,0,19,0,0.329,25.5,31.0
22,2020-01-01 05:30:00+00:00,430.0,0.0,0.0,293.0,-137.0,1253,49,250,150,287,34,232,495,0,19,0,0.324,25.5,41.0
23,2020-01-01 05:45:00+00:00,430.0,0.0,0.0,301.0,-129.0,1256,49,249,155,287,34,234,495,0,19,0,0.671,25.0,51.0
24,2020-01-01 06:00:00+00:00,430.0,0.0,0.0,312.0,-118.0,1254,49,250,163,288,34,232,505,0,19,0,0.731,26.0,54.0
25,2020-01-01 06:15:00+00:00,429.0,0.0,0.0,328.0,-101.0,1254,49,250,164,289,34,233,508,0,19,0,0.494,27.5,54.5
26,2020-01-01 06:30:00+00:00,428.0,0.0,0.0,356.0,-72.0,1256,49,250,164,286,34,235,534,0,19,0,0.527,29.0,54.5
27,2020-01-01 06:45:00+00:00,428.0,0.0,0.0,360.0,-67.0,1257,49,249,168,286,34,236,551,0,19,0,0.615,29.0,53.0
28,2020-01-01 07:00:00+00:00,428.0,0.0,0.0,357.0,-71.0,1257,49,250,176,287,34,232,561,0,19,0,0.572,29.0,52.0
29,2020-01-01 07:15:00+00:00,428.0,0.0,0.0,351.0,-77.0,1255,49,251,177,280,33,231,556,0,19,0,0.578,29.0,52.0
30,2020-01-01 07:30:00+00:00,429.0,0.0,0.0,358.0,-71.0,1254,49,251,178,283,33,236,556,0,19,0,0.613,28.5,51.0
31,2020-01-01 07:45:00+00:00,427.0,0.0,0.0,361.0,-67.0,1251,49,251,178,283,33,242,536,0,19,0,0.696,28.5,52.5
32,2020-01-01 08:00:00+00:00,428.0,0.0,0.0,360.0,-68.0,1248,49,250,178,287,34,251,527,0,19,0,0.631,29.0,53.0
33,2020-01-01 08:15:00+00:00,428.0,0.0,0.0,365.0,-63.0,1251,49,249,178,285,33,255,516,0,19,0,0.597,29.0,52.5
34,2020-01-01 08:30:00+00:00,427.0,0.0,0.0,361.0,-67.0,1263,49,250,178,285,33,254,492,0,19,0,0.692,28.5,53.0
35,2020-01-01 08:45:00+00:00,428.0,0.0,0.0,349.0,-79.0,1332,49,251,178,282,33,255,491,0,19,1,0.574,28.5,51.5
36,2020-01-01 09:00:00+00:00,427.0,0.0,0.0,363.0,-64.0,1385,49,251,175,285,33,254,489,0,19,22,0.618,28.5,50.5
37,2020-01-01 09:15:00+00:00,427.0,0.0,0.0,352.0,-76.0,1404,49,250,176,284,33,254,492,3,19,11,0.655,28.0,50.5
38,2020-01-01 09:30:00+00:00,427.0,1.72,0.0,360.0,-69.0,1396,49,250,178,285,33,254,491,23,19,12,0.538,27.0,50.0
39,2020-01-01 09:45:00+00:00,428.0,2.15,0.0,351.0,-79.0,1399,49,250,178,285,33,253,468,53,19,14,0.713,27.0,50.5
40,2020-01-01 10:00:00+00:00,428.0,2.84,0.0,350.0,-81.0,1403,49,243,178,280,33,249,466,91,19,19,0.297,27.0,51.0
41,2020-01-01 10:15:00+00:00,428.0,4.77,0.0,347.0,-85.0,1410,49,246,177,279,33,246,457,142,19,11,0.331,26.5,51.5
42,2020-01-01 10:30:00+00:00,428.0,7.41,0.0,346.0,-89.0,1426,49,249,176,278,33,241,452,195,19,10,2.063,26.5,51.5
43,2020-01-01 10:45:00+00:00,427.0,8.14,0.0,354.0,-81.0,1434,49,248,178,286,34,237,438,263,19,12,2.311,27.0,50.5
44,2020-01-01 11:00:00+00:00,429.0,9.26,0.0,356.0,-82.0,1446,49,248,178,285,33,240,399,320,19,1,2.628,26.5,50.0
45,2020-01-01 11:15:00+00:00,428.0,10.3,0.0,356.0,-82.0,1463,49,246,178,281,33,240,386,373,19,0,7.18,25.0,50.0
46,2020-01-01 11:30:00+00:00,428.0,9.22,0.0,354.0,-83.0,1480,49,249,177,281,33,243,374,425,19,0,7.057,24.5,50.5
47,2020-01-01 11:45:00+00:00,428.0,8.21,0.0,349.0,-87.0,1508,49,249,176,286,34,243,378,489,19,0,7.021,24.0,51.0
48,2020-01-01 12:00:00+00:00,428.0,7.59,0.0,344.0,-91.0,1515,49,249,177,287,34,244,386,533,19,0,7.005,23.5,50.5
49,2020-01-01 12:15:00+00:00,427.0,5.22,0.0,348.0,-84.0,1524,49,250,178,283,33,245,385,567,19,0,5.909,23.5,50.0
50,2020-01-01 12:30:00+00:00,427.0,5.62,0.0,352.0,-81.0,1527,49,253,176,280,33,247,382,609,19,0,0.316,24.0,50.0
51,2020-01-01 12:45:00+00:00,429.0,6.84,0.0,356.0,-79.0,1542,49,250,163,275,32,250,389,625,19,0,0.317,23.5,50.5
52,2020-01-01 13:00:00+00:00,428.0,6.92,0.0,353.0,-82.0,1588,49,249,164,272,32,252,385,654,19,0,0.32,23.5,50.5
53,2020-01-01 13:15:00+00:00,428.0,9.33,0.0,354.0,-83.0,1585,49,249,164,272,32,254,400,647,19,0,0.324,24.0,50.0
54,2020-01-01 13:30:00+00:00,428.0,8.09,0.0,343.0,-92.0,1591,49,249,164,272,32,254,413,685,19,0,0.317,24.0,50.0
55,2020-01-01 13:45:00+00:00,428.0,6.95,0.0,344.0,-91.0,1584,49,249,164,274,32,254,486,670,19,0,0.091,23.5,50.0
56,2020-01-01 14:00:00+00:00,428.0,6.1,0.0,345.0,-89.0,1543,49,249,164,280,33,255,461,660,19,0,0.014,23.5,50.5
57,2020-01-01 14:15:00+00:00,428.0,6.69,0.0,336.0,-99.0,1515,49,251,164,286,34,253,471,631,19,0,0.023,24.0,51.0
58,2020-01-01 14:30:00+00:00,427.0,3.17,0.0,342.0,-88.0,1529,49,249,164,284,33,253,493,610,19,0,0.02,23.5,50.5
59,2020-01-01 14:45:00+00:00,428.0,2.72,0.0,351.0,-79.0,1547,49,249,164,283,33,253,487,574,19,0,0.016,23.0,50.0
60,2020-01-01 15:00:00+00:00,427.0,2.19,0.0,343.0,-86.0,1634,49,248,165,286,34,253,488,528,19,0,0.029,23.5,50.5
61,2020-01-01 15:15:00+00:00,429.0,1.09,0.0,347.0,-83.0,1639,49,249,166,288,34,253,481,461,19,3,0.32,24.0,53.0
62,2020-01-01 15:30:00+00:00,427.0,0.371,0.0,345.0,-83.0,1648,49,251,166,288,34,253,482,395,19,18,0.322,23.5,53.0
63,2020-01-01 15:45:00+00:00,428.0,0.0711,0.0,348.0,-80.0,1648,49,248,166,292,34,255,475,314,19,16,0.317,24.0,51.0
64,2020-01-01 16:00:00+00:00,428.0,0.0,0.0,342.0,-86.0,1644,49,246,163,288,34,254,462,233,19,22,0.319,25.0,51.5
65,2020-01-01 16:15:00+00:00,428.0,0.0,0.0,355.0,-73.0,1648,49,248,166,282,33,249,467,143,19,45,0.331,25.5,52.0
66,2020-01-01 16:30:00+00:00,428.0,0.0,0.0,355.0,-73.0,1652,49,249,165,281,33,244,480,74,19,49,0.312,25.5,52.5
67,2020-01-01 16:45:00+00:00,428.0,0.0,0.0,363.0,-65.0,1653,49,249,168,277,33,242,491,24,19,34,0.32,25.5,52.5
68,2020-01-01 17:00:00+00:00,428.0,0.0,0.0,361.0,-67.0,1651,49,252,176,277,33,241,536,3,19,21,0.322,25.5,51.5
69,2020-01-01 17:15:00+00:00,428.0,0.0,0.0,365.0,-64.0,1649,49,253,179,276,32,245,599,0,19,21,0.327,25.5,51.0
70,2020-01-01 17:30:00+00:00,427.0,0.0,0.0,365.0,-62.0,1652,49,250,180,278,33,248,648,0,19,21,0.316,25.5,52.0
71,2020-01-01 17:45:00+00:00,428.0,0.0,0.0,365.0,-63.0,1652,49,250,180,281,33,248,695,0,19,26,0.171,26.0,52.5
72,2020-01-01 18:00:00+00:00,428.0,0.0,0.0,361.0,-67.0,1628,49,251,180,277,33,248,744,0,19,424,0.016,26.0,52.0
73,2020-01-01 18:15:00+00:00,429.0,0.0,0.0,367.0,-62.0,1618,49,250,180,277,33,249,762,0,19,429,0.012,26.0,51.5
74,2020-01-01 18:30:00+00:00,428.0,0.0,0.0,379.0,-49.0,1630,49,250,180,276,32,247,799,0,19,434,0.025,26.5,51.0
75,2020-01-01 18:45:00+00:00,428.0,0.0,0.0,369.0,-59.0,1650,49,250,181,279,33,246,821,0,19,458,0.028,27.0,51.5
76,2020-01-01 19:00:00+00:00,428.0,0.0,0.0,365.0,-63.0,1632,49,250,181,282,33,243,863,0,19,541,0.017,26.5,51.5
77,2020-01-01 19:15:00+00:00,428.0,0.0,0.0,374.0,-54.0,1622,49,249,180,281,33,243,901,0,19,507,0.405,25.5,51.0
78,2020-01-01 19:30:00+00:00,428.0,0.0,0.0,364.0,-64.0,1607,49,249,180,286,34,244,934,0,19,489,0.51,25.5,51.0
79,2020-01-01 19:45:00+00:00,429.0,0.0,0.0,363.0,-66.0,1597,49,249,180,287,34,243,961,0,19,490,0.644,28.0,51.0
80,2020-01-01 20:00:00+00:00,429.0,0.0,0.0,361.0,-68.0,1535,49,250,180,285,33,238,1011,0,19,521,0.751,28.0,53.5
81,2020-01-01 20:15:00+00:00,429.0,0.0,0.0,345.0,-83.0,1503,49,250,180,282,33,238,1007,0,19,497,0.581,26.0,54.0
82,2020-01-01 20:30:00+00:00,428.0,0.0,0.0,345.0,-84.0,1504,49,251,180,281,33,234,1009,0,19,497,0.562,27.5,52.0
83,2020-01-01 20:45:00+00:00,428.0,0.0,0.0,337.0,-91.0,1504,49,251,180,285,33,237,1050,0,19,497,0.51,29.0,51.5
84,2020-01-01 21:00:00+00:00,429.0,0.0,0.0,339.0,-91.0,1593,48,250,180,287,34,232,1039,0,19,368,0.776,29.0,51.0
85,2020-01-01 21:15:00+00:00,429.0,0.0,0.0,352.0,-77.0,1614,49,250,180,286,34,220,1044,0,19,340,1.652,28.5,52.5
86,2020-01-01 21:30:00+00:00,428.0,0.0,0.0,343.0,-85.0,1605,49,251,180,288,34,206,1100,0,19,335,1.32,28.0,52.5
87,2020-01-01 21:45:00+00:00,430.0,0.0,0.0,338.0,-92.0,1611,49,249,180,286,34,197,1100,0,19,340,0.307,27.5,51.0
88,2020-01-01 22:00:00+00:00,429.0,0.0,0.0,352.0,-77.0,1628,49,251,180,288,34,176,1152,0,19,34,0.302,27.5,51.0
89,2020-01-01 22:15:00+00:00,429.0,0.0,0.0,325.0,-104.0,1646,49,251,180,289,34,160,1154,0,19,27,0.302,29.0,51.5
90,2020-01-01 22:30:00+00:00,429.0,0.0,0.0,324.0,-106.0,1649,48,250,179,292,34,148,1164,0,19,27,0.311,29.0,51.5
91,2020-01-01 22:45:00+00:00,429.0,0.0,0.0,317.0,-112.0,1643,49,250,179,288,34,144,1150,0,19,21,0.31,29.0,51.0
92,2020-01-01 23:00:00+00:00,429.0,0.0,0.0,328.0,-101.0,1642,49,249,178,291,34,124,1122,0,19,50,0.302,29.5,52.0
93,2020-01-01 23:15:00+00:00,429.0,0.0,0.0,324.0,-105.0,1647,49,250,178,293,34,122,1071,0,19,28,0.302,28.0,43.0
94,2020-01-01 23:30:00+00:00,430.0,0.0,0.0,324.0,-106.0,1651,49,250,178,296,35,132,1013,0,19,29,0.312,26.5,29.0
95,2020-01-01 23:45:00+00:00,429.0,0.0,0.0,326.0,-103.0,1654,49,250,178,295,35,127,985,0,19,29,0.3,28.5,26.0
96,2020-01-02 00:00:00+00:00,429.0,0.0,0.0,308.0,-121.0,1659,49,250,178,293,34,127,985,0,19,1,0.305,28.5,27.5
97,2020-01-02 00:15:00+00:00,429.0,0.0,0.0,318.0,-111.0,1646,49,249,178,292,34,139,997,0,19,0,0.304,27.0,28.0
98,2020-01-02 00:30:00+00:00,429.0,0.0,0.0,314.0,-115.0,1646,49,250,176,291,34,145,947,0,19,0,0.309,28.0,28.0
99,2020-01-02 00:45:00+00:00,429.0,0.0,0.0,301.0,-128.0,1639,49,250,163,291,34,149,919,0,19,0,0.309,27.5,28.0
100,2020-01-02 01:00:00+00:00,430.0,0.0,0.0,300.0,-130.0,1638,47,250,164,294,35,143,930,0,19,0,0.313,28.0,29.5
101,2020-01-02 01:15:00+00:00,430.0,0.0,0.0,307.0,-124.0,1621,45,250,162,298,35,165,920,0,19,0,0.32,27.5,31.0
102,2020-01-02 01:30:00+00:00,430.0,0.0,0.0,304.0,-126.0,1621,45,250,162,298,35,165,920,0,19,0,0.304,27.5,28.5
103,2020-01-02 01:45:00+00:00,430.0,0.0,0.0,303.0,-127.0,1649,45,251,160,298,35,188,908,0,19,0,0.302,28.0,27.0
104,2020-01-02 02:00:00+00:00,430.0,0.0,0.0,295.0,-135.0,1655,45,250,162,291,34,209,844,0,19,0,0.309,28.0,28.0
105,2020-01-02 02:15:00+00:00,430.0,0.0,0.0,294.0,-137.0,1655,45,250,162,293,34,215,806,0,19,0,0.302,29.0,28.0
106,2020-01-02 02:30:00+00:00,429.0,0.0,0.0,293.0,-136.0,1652,45,250,161,296,35,211,796,0,19,0,0.31,29.0,29.0
107,2020-01-02 02:45:00+00:00,429.0,0.0,0.0,326.0,-103.0,1648,45,251,161,294,35,203,806,0,19,0,0.306,28.0,29.0
108,2020-01-02 03:00:00+00:00,430.0,0.0,0.0,302.0,-128.0,1651,45,250,162,294,35,181,805,0,19,0,0.316,29.0,28.0
109,2020-01-02 03:15:00+00:00,430.0,0.0,0.0,299.0,-131.0,1648,45,248,162,295,35,179,787,0,19,0,0.302,29.0,30.0
110,2020-01-02 03:30:00+00:00,430.0,0.0,0.0,301.0,-129.0,1649,45,249,161,290,34,180,782,0,19,0,0.307,28.0,30.5
111,2020-01-02 03:45:00+00:00,430.0,0.0,0.0,302.0,-128.0,1640,45,249,161,288,34,183,751,0,19,0,0.302,30.0,29.0
112,2020-01-02 04:00:00+00:00,430.0,0.0,0.0,305.0,-125.0,1594,45,247,162,287,34,181,740,0,19,0,0.303,30.0,28.5
113,2020-01-02 04:15:00+00:00,429.0,0.0,0.0,295.0,-134.0,1544,45,247,162,285,33,169,734,0,19,0,0.302,28.5,28.5
114,2020-01-02 04:30:00+00:00,429.0,0.0,0.0,303.0,-125.0,1565,45,246,162,284,33,174,714,0,19,0,0.312,29.5,29.5
115,2020-01-02 04:45:00+00:00,429.0,0.0,0.0,307.0,-123.0,1540,45,249,162,288,34,175,701,0,19,0,0.309,30.5,31.0
116,2020-01-02 05:00:00+00:00,430.0,0.0,0.0,307.0,-123.0,1403,45,246,162,292,34,181,676,0,19,0,0.304,31.5,31.0
117,2020-01-02 05:15:00+00:00,429.0,0.0,0.0,309.0,-120.0,1399,45,250,162,290,34,196,671,0,19,0,0.305,31.5,31.5
118,2020-01-02 05:30:00+00:00,429.0,0.0,0.0,336.0,-93.0,1408,45,250,162,285,33,198,698,0,19,0,0.303,31.0,43.5
119,2020-01-02 05:45:00+00:00,428.0,0.0,0.0,336.0,-93.0,1418,45,250,162,284,33,204,724,0,19,0,0.314,33.0,54.5
120,2020-01-02 06:00:00+00:00,429.0,0.0,0.0,340.0,-88.0,1444,45,251,161,288,34,207,759,0,19,0,0.316,32.5,57.0
121,2020-01-02 06:15:00+00:00,429.0,0.0,0.0,384.0,-45.0,1434,45,251,162,288,34,193,812,0,19,0,0.311,31.0,58.5
122,2020-01-02 06:30:00+00:00,428.0,0.0,0.0,392.0,-37.0,1452,45,253,163,287,34,185,832,0,19,0,0.306,30.5,62.5
123,2020-01-02 06:45:00+00:00,429.0,0.0,0.0,404.0,-25.0,1492,45,251,170,290,34,182,883,0,19,2,0.307,31.5,71.0
124,2020-01-02 07:00:00+00:00,428.0,0.0,0.0,422.0,-6.5,1537,45,249,174,287,34,186,913,0,19,25,0.317,34.5,74.5
125,2020-01-02 07:15:00+00:00,429.0,0.0,21.1,450.0,0.0,1550,45,249,177,283,33,198,944,0,19,30,0.32,37.5,71.5
126,2020-01-02 07:30:00+00:00,429.0,0.0,43.1,472.0,0.0,1514,45,250,179,283,33,195,998,0,19,32,0.307,40.0,73.5
127,2020-01-02 07:45:00+00:00,428.0,0.0,62.9,491.0,0.0,1542,45,251,179,283,33,192,1073,0,19,32,0.302,41.5,75.0
128,2020-01-02 08:00:00+00:00,428.0,0.0,61.3,490.0,0.0,1504,45,251,180,285,33,193,1120,0,19,431,0.539,43.0,72.5
129,2020-01-02 08:15:00+00:00,429.0,0.0,79.7,508.0,0.0,1540,45,252,180,286,34,189,1139,0,19,473,7.1,42.5,75.5
130,2020-01-02 08:30:00+00:00,428.0,0.0,92.6,520.0,0.0,1538,45,252,180,285,33,186,1183,0,19,473,7.1,40.0,77.5
131,2020-01-02 08:45:00+00:00,428.0,0.0,87.9,516.0,0.0,1568,45,251,180,284,33,188,1162,0,19,492,7.083,39.5,80.5
132,2020-01-02 09:00:00+00:00,428.0,0.0,109.0,537.0,0.0,1606,45,250,180,284,33,200,1162,0,19,619,7.09,40.0,82.5
133,2020-01-02 09:15:00+00:00,429.0,0.0,127.0,556.0,0.0,1606,45,249,180,285,33,203,1142,9,19,611,7.057,41.0,82.0
134,2020-01-02 09:30:00+00:00,428.0,1.72,132.0,562.0,0.0,1621,45,249,180,287,34,202,1130,52,19,646,7.064,42.0,82.0
135,2020-01-02 09:45:00+00:00,429.0,2.02,136.0,567.0,0.0,1622,45,248,180,288,34,205,1175,133,19,642,7.065,38.5,84.0
136,2020-01-02 10:00:00+00:00,429.0,2.49,137.0,568.0,0.0,1621,45,249,180,288,34,202,1184,227,19,525,7.047,36.5,84.0
137,2020-01-02 10:15:00+00:00,428.0,2.86,141.0,571.0,0.0,1617,45,249,180,288,34,190,1155,300,19,362,7.687,37.0,78.0
138,2020-01-02 10:30:00+00:00,429.0,3.77,141.0,573.0,0.0,1621,45,248,180,289,34,190,1153,393,19,343,11.455,38.5,75.5
139,2020-01-02 10:45:00+00:00,428.0,6.11,148.0,582.0,0.0,1620,45,246,180,290,34,184,1161,447,19,335,10.099,37.5,77.0
140,2020-01-02 11:00:00+00:00,429.0,9.59,123.0,562.0,0.0,1626,45,244,180,289,34,183,1115,525,19,27,8.111,36.0,78.5
141,2020-01-02 11:15:00+00:00,428.0,11.5,115.0,555.0,0.0,1624,45,244,180,289,34,179,1092,602,19,19,6.709,36.5,77.5
142,2020-01-02 11:30:00+00:00,428.0,12.0,134.0,575.0,0.0,1636,45,247,180,291,34,176,1075,674,19,17,6.705,36.0,79.0
143,2020-01-02 11:45:00+00:00,429.0,9.87,120.0,559.0,0.0,1621,45,249,179,292,34,175,1037,785,19,21,6.7,36.0,80.0
144,2020-01-02 12:00:00+00:00,429.0,8.22,115.0,553.0,0.0,1619,38,246,178,294,34,177,944,833,19,30,6.7,35.0,77.0
145,2020-01-02 12:15:00+00:00,428.0,7.3,124.0,560.0,0.0,1625,37,240,177,288,34,179,864,889,19,35,6.694,35.5,79.5
146,2020-01-02 12:30:00+00:00,428.0,7.42,131.0,566.0,0.0,1635,40,245,176,286,34,181,815,903,19,36,6.698,35.5,85.5
147,2020-01-02 12:45:00+00:00,429.0,7.12,106.0,542.0,0.0,1632,42,250,177,292,34,176,781,931,19,39,6.691,36.0,83.5
148,2020-01-02 13:00:00+00:00,429.0,6.39,113.0,548.0,0.0,1631,42,248,177,292,34,166,731,960,19,69,6.7,37.5,77.5
149,2020-01-02 13:15:00+00:00,429.0,5.42,109.0,543.0,0.0,1631,42,248,177,292,34,166,731,960,19,69,5.948,37.0,75.0
150,2020-01-02 13:30:00+00:00,429.0,4.72,89.8,523.0,0.0,1631,42,248,177,292,34,166,731,960,19,69,3.543,36.5,74.0
151,2020-01-02 13:45:00+00:00,428.0,3.88,96.3,528.0,0.0,1631,42,248,177,292,34,166,731,960,19,69,1.806,36.5,76.0
152,2020-01-02 14:00:00+00:00,428.0,3.08,97.1,528.0,0.0,1631,42,248,177,292,34,166,731,960,19,69,1.131,37.0,79.5
153,2020-01-02 14:15:00+00:00,428.0,2.4,94.1,524.0,0.0,1631,42,248,177,292,34,166,731,960,19,69,0.707,37.0,78.5
154,2020-01-02 14:30:00+00:00,428.0,2.15,95.3,525.0,0.0,1631,42,248,177,292,34,166,731,960,19,69,0.344,36.0,76.5
155,2020-01-02 14:45:00+00:00,428.0,1.64,82.4,512.0,0.0,1631,42,248,177,292,34,166,731,960,19,69,0.519,37.0,78.0
156,2020-01-02 15:00:00+00:00,429.0,1.06,79.2,509.0,0.0,1612,38,247,176,289,34,157,627,645,19,62,0.304,37.5,79.5
157,2020-01-02 15:15:00+00:00,422.0,0.52,91.0,514.0,0.0,1440,38,245,176,287,34,151,656,516,19,85,0.309,36.5,79.0
158,2020-01-02 15:30:00+00:00,422.0,0.192,91.8,514.0,0.0,1434,38,241,177,286,34,149,713,441,19,103,0.371,36.5,79.5
159,2020-01-02 15:45:00+00:00,421.0,0.0717,81.9,503.0,0.0,1422,38,241,179,285,33,152,769,348,19,189,0.3,38.0,80.0
160,2020-01-02 16:00:00+00:00,424.0,0.0,80.1,504.0,0.0,1431,38,241,181,284,33,151,800,243,19,73,0.311,38.0,83.0
161,2020-01-02 16:15:00+00:00,428.0,0.0,78.1,506.0,0.0,1432,38,240,184,284,33,154,831,146,19,44,10.612,40.0,82.0
162,2020-01-02 16:30:00+00:00,429.0,0.0,85.0,513.0,0.0,1432,38,240,187,285,34,153,837,69,19,35,27.614,42.0,81.0
163,2020-01-02 16:45:00+00:00,428.0,0.0,97.0,525.0,0.0,1425,38,244,190,284,33,156,911,19,19,21,28.629,40.5,79.0
164,2020-01-02 17:00:00+00:00,428.0,0.0,83.3,512.0,0.0,1406,38,246,191,287,34,150,970,2,19,23,28.626,39.5,71.5
165,2020-01-02 17:15:00+00:00,429.0,0.0,92.3,521.0,0.0,1429,38,241,191,287,34,145,1071,0,19,35,28.58,38.5,70.5
166,2020-01-02 17:30:00+00:00,429.0,0.0,90.6,520.0,0.0,1438,38,241,191,281,33,135,1158,0,19,33,28.6,36.0,70.5
167,2020-01-02 17:45:00+00:00,429.0,0.0,88.9,518.0,0.0,1436,38,235,191,286,34,138,1221,0,19,86,28.664,35.0,69.0
168,2020-01-02 18:00:00+00:00,429.0,0.0,78.5,508.0,0.0,1433,38,239,192,288,34,144,1321,0,19,228,28.751,35.5,65.5
169,2020-01-02 18:15:00+00:00,430.0,0.0,66.1,496.0,0.0,1432,38,244,191,286,34,151,1427,0,19,233,29.01,36.0,62.5
170,2020-01-02 18:30:00+00:00,430.0,0.0,60.7,490.0,0.0,1430,38,247,190,290,34,168,1535,0,19,196,29.054,36.0,63.5
171,2020-01-02 18:45:00+00:00,429.0,0.0,57.7,487.0,0.0,1447,38,247,190,284,33,175,1614,0,19,210,28.846,33.5,64.0
172,2020-01-02 19:00:00+00:00,429.0,0.0,45.9,475.0,0.0,1458,38,244,190,281,33,178,1693,0,19,417,28.806,32.0,77.0
173,2020-01-02 19:15:00+00:00,429.0,0.0,40.8,470.0,0.0,1500,38,245,190,285,33,176,1797,0,19,411,28.896,34.5,76.5
174,2020-01-02 19:30:00+00:00,428.0,0.0,35.0,463.0,0.0,1503,38,245,190,285,33,187,1856,0,19,386,28.921,37.5,60.0
175,2020-01-02 19:45:00+00:00,429.0,0.0,27.2,456.0,0.0,1516,38,248,190,292,34,197,1913,0,19,411,28.993,34.5,58.5
176,2020-01-02 20:00:00+00:00,429.0,0.0,20.0,449.0,0.0,1548,38,248,190,293,34,196,1903,0,19,270,35.318,30.5,57.0
177,2020-01-02 20:15:00+00:00,430.0,0.0,0.0,424.0,-5.7,1570,38,244,189,294,34,194,1877,0,19,175,35.51,31.0,56.0
178,2020-01-02 20:30:00+00:00,429.0,0.0,0.0,420.0,-8.7,1571,38,242,189,291,34,198,1841,0,19,160,15.695,32.5,57.5
179,2020-01-02 20:45:00+00:00,429.0,0.0,0.0,408.0,-21.0,1583,38,245,189,290,34,194,1818,0,19,160,10.947,31.5,59.0
180,2020-01-02 21:00:00+00:00,429.0,0.0,0.0,416.0,-13.0,1619,38,247,187,288,34,197,1786,0,19,75,10.797,28.5,59.5
181,2020-01-02 21:15:00+00:00,429.0,0.0,0.0,418.0,-11.0,1612,38,245,184,286,34,209,1759,0,19,39,10.812,28.0,59.0
182,2020-01-02 21:30:00+00:00,430.0,0.0,0.0,416.0,-14.0,1611,38,244,180,287,34,218,1720,0,19,20,10.062,30.0,58.5
183,2020-01-02 21:45:00+00:00,429.0,0.0,0.0,397.0,-31.0,1598,38,246,175,288,34,223,1694,0,19,15,9.881,29.0,56.5
