Timestamp,Total Requests,Concurrent Requests,Average Latency,Max Latency,Min Latency,Avg. Throughput req/s,Time Elapsed
2024-01-29 16:06:36.649785026 +0000 UTC m=+22.685433280,0,0,0,0,0,0,0
2024-01-29 16:07:13.587117303 +0000 UTC m=+59.622765556,100000,1,364.676µs,4.534059ms,185.652µs,2742.153623921077,36.933009287s
2024-01-29 16:07:34.108587928 +0000 UTC m=+80.144236182,100000,2,404.714µs,4.875254ms,174.983µs,2470.875864755974,20.517915149s
2024-01-29 16:07:48.648627625 +0000 UTC m=+94.684275880,100000,3,430.009µs,3.440367ms,168.596µs,2325.53112190888,14.536492592s
2024-01-29 16:08:00.048646283 +0000 UTC m=+106.084294541,100000,4,449.366µs,4.694299ms,165.419µs,2225.355287122806,11.395678484s
2024-01-29 16:08:10.040543533 +0000 UTC m=+116.076191787,100000,5,492.24µs,3.695861ms,175.026µs,2031.5253130912974,9.988399201s
2024-01-29 16:08:19.239136969 +0000 UTC m=+125.274785222,100000,6,543.686µs,3.750475ms,189.394µs,1839.2936475526938,9.195110865s
2024-01-29 16:08:27.678009778 +0000 UTC m=+133.713658032,100000,7,582.447µs,4.2241ms,189.538µs,1716.8930636256202,8.435316165s
2024-01-29 16:08:35.480019177 +0000 UTC m=+141.515667432,100000,8,615.312µs,4.284792ms,202.095µs,1625.190122907158,7.797239356s
2024-01-29 16:08:42.954894493 +0000 UTC m=+148.990542748,100000,9,662.837µs,3.41477ms,195.068µs,1508.665247471987,7.47120657s
2024-01-29 16:08:49.910660392 +0000 UTC m=+155.946308657,100000,10,685.267µs,3.366969ms,195.815µs,1459.2831606440113,6.951963016s
2024-01-29 16:08:56.376412704 +0000 UTC m=+162.412060958,100000,11,700.77µs,3.816968ms,213.745µs,1427.0008802296677,6.462171685s
2024-01-29 16:09:02.719776441 +0000 UTC m=+168.755424695,100000,12,749.666µs,5.391538ms,189.088µs,1333.9268570808292,6.339879626s
2024-01-29 16:09:08.775131428 +0000 UTC m=+174.810779686,100000,13,775.186µs,5.481766ms,200.856µs,1290.0117086466632,6.0517591s
2024-01-29 16:09:14.52501266 +0000 UTC m=+180.560660914,100000,14,791.673µs,4.490846ms,205.202µs,1263.1463479517574,5.746325541s
2024-01-29 16:09:20.110286701 +0000 UTC m=+186.145934955,100000,15,823.287µs,4.459796ms,195.783µs,1214.6432345695437,5.581521136s
2024-01-29 16:09:25.674201022 +0000 UTC m=+191.709849276,100000,16,875.201µs,4.018738ms,227.379µs,1142.5940336809597,5.559781256s
2024-01-29 16:09:30.907269343 +0000 UTC m=+196.942917598,100000,17,873.014µs,5.945355ms,179.676µs,1145.4557555821082,5.229463207s
2024-01-29 16:09:35.959580543 +0000 UTC m=+201.995228797,100000,18,893.028µs,3.647162ms,206.928µs,1119.7851208641782,5.048610423s
2024-01-29 16:09:40.93124097 +0000 UTC m=+206.966889224,100000,19,925.974µs,5.425668ms,220.42µs,1079.9428388531915,4.96744005s
2024-01-29 16:09:45.606243508 +0000 UTC m=+211.641891761,100000,20,915.739µs,6.211335ms,211.365µs,1092.0134722678333,4.671513896s
2024-01-29 16:09:50.374084184 +0000 UTC m=+216.409732438,100000,21,980.503µs,4.899464ms,249.085µs,1019.8842767591525,4.764045856s
2024-01-29 16:09:55.003649404 +0000 UTC m=+221.039297679,100000,22,996.226µs,4.899496ms,234.264µs,1003.7881932712977,4.626028622s
2024-01-29 16:09:59.483619462 +0000 UTC m=+225.519267716,100000,23,1.007183ms,4.381441ms,221.597µs,992.8679389227004,4.476277441s
2024-01-29 16:10:03.846710517 +0000 UTC m=+229.882358772,100000,24,1.024217ms,4.7541ms,239.893µs,976.3551599501154,4.359479891s
2024-01-29 16:10:08.217468406 +0000 UTC m=+234.253116663,100000,25,1.066484ms,4.983265ms,244.438µs,937.6602878221886,4.367138498s
2024-01-29 16:10:12.436567761 +0000 UTC m=+238.472216016,100000,26,1.071672ms,5.233405ms,248.615µs,933.1208132006411,4.215368983s
2024-01-29 16:10:16.558302832 +0000 UTC m=+242.593951087,100000,27,1.087261ms,5.382315ms,247.453µs,919.741541755054,4.117870605s
2024-01-29 16:10:20.708200636 +0000 UTC m=+246.743848890,100000,28,1.135766ms,5.719576ms,249.547µs,880.4624065301404,4.1459831s
2024-01-29 16:10:24.737131505 +0000 UTC m=+250.772779762,100000,29,1.141139ms,5.120932ms,235.557µs,876.3168527738844,4.024875417s
2024-01-29 16:10:28.694123004 +0000 UTC m=+254.729771258,100000,30,1.159468ms,4.918731ms,259.456µs,862.4639701121597,3.953347527s
2024-01-29 16:10:32.526101204 +0000 UTC m=+258.561749458,100000,31,1.159544ms,5.128397ms,251.231µs,862.4079527465152,3.828437913s
2024-01-29 16:10:36.403414621 +0000 UTC m=+262.439062876,100000,32,1.211197ms,5.746487ms,251.512µs,825.6294887203634,3.873360506s
2024-01-29 16:10:40.150557927 +0000 UTC m=+266.186206185,100000,33,1.207811ms,5.640757ms,223.26µs,827.9440088840277,3.743518278s
2024-01-29 16:10:43.779272011 +0000 UTC m=+269.814920265,100000,34,1.203104ms,7.468733ms,223.145µs,831.1827382161587,3.62498236s
2024-01-29 16:10:47.404210481 +0000 UTC m=+273.439858735,100000,35,1.235516ms,7.190448ms,266.521µs,809.3778236884025,3.619621596s
2024-01-29 16:10:51.052037877 +0000 UTC m=+277.087686136,100000,36,1.280265ms,7.274717ms,273.894µs,781.088247022279,3.644220887s
2024-01-29 16:10:54.69102895 +0000 UTC m=+280.726677204,100000,37,1.31045ms,6.652698ms,271.568µs,763.096467127961,3.633527423s
2024-01-29 16:10:58.465063762 +0000 UTC m=+284.500712019,100000,38,1.399268ms,9.258998ms,233.078µs,714.6592090833982,3.77045328s
2024-01-29 16:11:02.0085905 +0000 UTC m=+288.044238764,100000,39,1.347238ms,7.564962ms,261.783µs,742.2588919685228,3.539592075s
2024-01-29 16:11:05.548871172 +0000 UTC m=+291.584519425,100000,40,1.381013ms,6.834211ms,277.768µs,724.1057203603191,3.536580542s
2024-01-29 16:11:09.029061379 +0000 UTC m=+295.064709633,100000,41,1.390739ms,6.059801ms,289.211µs,719.0420674405408,3.476449942s
2024-01-29 16:11:12.533150868 +0000 UTC m=+298.568799122,100000,42,1.435674ms,7.355672ms,264.328µs,696.5365085211304,3.500577415s
2024-01-29 16:11:15.990268611 +0000 UTC m=+302.025916865,100000,43,1.448572ms,7.212595ms,264.21µs,690.3346604837211,3.453491865s
2024-01-29 16:11:19.477209017 +0000 UTC m=+305.512857271,100000,44,1.494422ms,7.41687ms,268.704µs,669.1547753166575,3.483370411s
2024-01-29 16:11:22.859177202 +0000 UTC m=+308.894825460,100000,45,1.478754ms,7.985984ms,244.149µs,676.2446033812779,3.378358914s
2024-01-29 16:11:26.163487799 +0000 UTC m=+312.199136053,100000,46,1.481027ms,7.451863ms,270.94µs,675.2070544150399,3.300649541s
2024-01-29 16:11:29.40099756 +0000 UTC m=+315.436645821,100000,47,1.477285ms,6.276568ms,285.321µs,676.9172763010486,3.234000792s
2024-01-29 16:11:32.744210027 +0000 UTC m=+318.779858287,100000,48,1.564163ms,5.952118ms,302.242µs,639.3194617896811,3.339701121s
2024-01-29 16:11:36.043775893 +0000 UTC m=+322.079424147,100000,49,1.575902ms,8.468422ms,314.264µs,634.5568967786646,3.296006551s
2024-01-29 16:11:39.29683378 +0000 UTC m=+325.332482044,100000,50,1.581342ms,8.211598ms,282.231µs,632.3742542538199,3.249304619s
2024-01-29 16:11:42.516155667 +0000 UTC m=+328.551803921,100000,51,1.595214ms,6.605221ms,255.894µs,626.875085227527,3.215646961s
2024-01-29 16:11:45.722285455 +0000 UTC m=+331.757933709,100000,52,1.625427ms,6.91271ms,230.172µs,615.2226318807575,3.202597249s
2024-01-29 16:11:48.929483073 +0000 UTC m=+334.965131327,100000,53,1.652812ms,8.034165ms,281.402µs,605.0293698747537,3.203198032s
2024-01-29 16:11:52.168806637 +0000 UTC m=+338.204454892,100000,54,1.707551ms,7.095222ms,295.303µs,585.633820881557,3.235528202s
2024-01-29 16:11:55.525535944 +0000 UTC m=+341.561184201,100000,55,1.798354ms,8.986222ms,300.756µs,556.0639702219037,3.352784049s
2024-01-29 16:11:58.81371275 +0000 UTC m=+344.849361005,100000,56,1.793319ms,8.917902ms,282.183µs,557.6251563199446,3.28474056s
2024-01-29 16:12:02.04183262 +0000 UTC m=+348.077480874,100000,57,1.787154ms,9.763345ms,279.921µs,559.5486736384634,3.224457256s
2024-01-29 16:12:05.268210648 +0000 UTC m=+351.303858905,100000,58,1.822834ms,7.725711ms,290.282µs,548.5961585318885,3.222838947s
2024-01-29 16:12:08.540392907 +0000 UTC m=+354.576041161,100000,59,1.880725ms,7.281615ms,293.528µs,531.7096608914518,3.268465693s
2024-01-29 16:12:11.74482393 +0000 UTC m=+357.780472184,100000,60,1.86891ms,8.41871ms,265.734µs,535.071224511918,3.200837311s
2024-01-29 16:12:14.942657484 +0000 UTC m=+360.978305738,100000,61,1.900622ms,8.377383ms,296.101µs,526.1433292661593,3.194213028s
2024-01-29 16:12:18.12317108 +0000 UTC m=+364.158819336,100000,62,1.924245ms,10.138773ms,284.586µs,519.6841549845964,3.176986442s
2024-01-29 16:12:21.254091017 +0000 UTC m=+367.289739271,100000,63,1.919674ms,8.157354ms,317.717µs,520.9215427199936,3.127377684s
2024-01-29 16:12:24.453417885 +0000 UTC m=+370.489066139,100000,64,1.990561ms,9.900433ms,322.383µs,502.3708524737801,3.19586536s
2024-01-29 16:12:27.6323821 +0000 UTC m=+373.668030354,100000,65,2.011304ms,7.798583ms,275.165µs,497.1896934439181,3.173905073s
2024-01-29 16:12:30.757265462 +0000 UTC m=+376.792913716,100000,66,2.007815ms,8.99002ms,292.044µs,498.0538061995001,3.121436674s
2024-01-29 16:12:33.857497739 +0000 UTC m=+379.893145992,100000,67,2.020598ms,11.610222ms,323.443µs,494.90297879526173,3.09673577s
2024-01-29 16:12:36.947777237 +0000 UTC m=+382.983425491,100000,68,2.045154ms,10.306526ms,319.306µs,488.9607233774504,3.086605905s
2024-01-29 16:12:40.093833044 +0000 UTC m=+386.129481299,100000,69,2.103722ms,9.134259ms,308.246µs,475.3479216643191,3.142386609s
2024-01-29 16:12:43.140381139 +0000 UTC m=+389.176029401,100000,70,2.065297ms,10.777835ms,252.538µs,484.1916859795787,3.042251529s
2024-01-29 16:12:46.244942583 +0000 UTC m=+392.280590837,100000,71,2.143765ms,9.583116ms,318.517µs,466.4688314103138,3.100719854s
2024-01-29 16:12:49.350961686 +0000 UTC m=+395.386609947,100000,72,2.176677ms,8.393023ms,307.272µs,459.41584256220403,3.102430173s
2024-01-29 16:12:52.273450149 +0000 UTC m=+398.309098403,100000,73,2.069366ms,9.1602ms,259.26µs,483.239774487003,2.918841757s
2024-01-29 16:12:55.244307264 +0000 UTC m=+401.279955521,100000,74,2.141799ms,8.645439ms,281.187µs,466.89718605818325,2.967203775s
2024-01-29 16:12:58.240759783 +0000 UTC m=+404.276408037,100000,75,2.191458ms,9.906217ms,352.508µs,456.3171790390833,2.992913816s
2024-01-29 16:13:01.169142881 +0000 UTC m=+407.204791135,100000,76,2.16623ms,8.315613ms,262.028µs,461.6314723635181,2.924845012s
2024-01-29 16:13:04.099603579 +0000 UTC m=+410.135251833,100000,77,2.193097ms,10.476178ms,394.937µs,455.9760023088207,2.926918932s
2024-01-29 16:13:07.024466715 +0000 UTC m=+413.060114973,100000,78,2.218437ms,9.976196ms,312.702µs,450.7677349858582,2.921170593s
2024-01-29 16:13:09.966711297 +0000 UTC m=+416.002359551,100000,79,2.26451ms,10.363444ms,368.734µs,441.5964726407361,2.938631073s
2024-01-29 16:13:12.932535487 +0000 UTC m=+418.968183740,100000,80,2.306685ms,12.971336ms,313.961µs,433.522421926754,2.962198985s
2024-01-29 16:13:15.807934903 +0000 UTC m=+421.843583157,100000,81,2.261292ms,10.441416ms,326.748µs,442.22496547644886,2.871761147s
2024-01-29 16:13:18.675384919 +0000 UTC m=+424.711033175,100000,82,2.281807ms,12.220429ms,372.507µs,438.2490920012853,2.863782541s
2024-01-29 16:13:21.593907725 +0000 UTC m=+427.629555979,100000,83,2.351019ms,8.776551ms,310.661µs,425.3473550780286,2.915006684s
2024-01-29 16:13:24.460417864 +0000 UTC m=+430.496066118,100000,84,2.341282ms,9.976755ms,301.034µs,427.1162755969692,2.862875159s
2024-01-29 16:13:27.302087208 +0000 UTC m=+433.337735462,100000,85,2.346846ms,8.964943ms,360.324µs,426.103648653531,2.83796644s
2024-01-29 16:13:30.188918463 +0000 UTC m=+436.224566717,100000,86,2.406761ms,11.494101ms,346.854µs,415.4960684874479,2.883131295s
2024-01-29 16:13:33.069764779 +0000 UTC m=+439.105413033,100000,87,2.443831ms,11.426956ms,362.599µs,409.1935681963884,2.877238417s
2024-01-29 16:13:35.882340794 +0000 UTC m=+441.917989051,100000,88,2.408323ms,10.267953ms,369.261µs,415.2265319357631,2.808967381s
2024-01-29 16:13:38.68587241 +0000 UTC m=+444.721520667,100000,89,2.42406ms,9.261389ms,373.104µs,412.53102345814244,2.799278272s
2024-01-29 16:13:41.474973941 +0000 UTC m=+447.510622195,100000,90,2.434711ms,9.103354ms,399.288µs,410.7262709648232,2.785472836s
2024-01-29 16:13:44.269474816 +0000 UTC m=+450.305123070,100000,91,2.469918ms,10.751818ms,342.161µs,404.8717057742687,2.790578411s
2024-01-29 16:13:47.051535778 +0000 UTC m=+453.087184032,100000,92,2.483192ms,9.353097ms,370.517µs,402.70736662410036,2.778489173s
2024-01-29 16:13:49.885089836 +0000 UTC m=+455.920738091,100000,93,2.560155ms,9.438791ms,322.616µs,390.6011998403919,2.829256311s
2024-01-29 16:13:52.638716998 +0000 UTC m=+458.674365253,100000,94,2.522718ms,9.622711ms,369.36µs,396.3977620388254,2.749947106s
2024-01-29 16:13:55.447985001 +0000 UTC m=+461.483633255,100000,95,2.587359ms,12.718523ms,349.08µs,386.49444116371495,2.805287459s
2024-01-29 16:13:58.177256711 +0000 UTC m=+464.212904968,100000,96,2.534841ms,9.241935ms,381.718µs,394.5020034338477,2.725639013s
2024-01-29 16:14:00.975706217 +0000 UTC m=+467.011354472,100000,97,2.639115ms,9.482986ms,393.351µs,378.91475878094775,2.794778527s
2024-01-29 16:14:03.76672047 +0000 UTC m=+469.802368724,100000,98,2.66383ms,11.136383ms,334.045µs,375.3992496572384,2.786972856s
2024-01-29 16:14:06.564758841 +0000 UTC m=+472.600407096,100000,99,2.685792ms,9.262362ms,372.901µs,372.32961346355825,2.79448072s
2024-01-29 16:14:09.336010789 +0000 UTC m=+475.371659043,100000,100,2.683533ms,9.781134ms,295.024µs,372.64303628390894,2.767653316s
