Timestamp,Total Requests,Concurrent Requests,Average Latency,Max Latency,Min Latency,Avg. Throughput req/s,Time Elapsed
2024-05-14 14:00:11.873111095 +0000 UTC m=+77.759823749,0,0,0,0,0,0,0
2024-05-14 14:01:22.016487818 +0000 UTC m=+147.903200462,100000,1,692.084µs,5.74992ms,381.66µs,1444.9103893438858,1m10.140935982s
2024-05-14 14:01:57.003074251 +0000 UTC m=+182.889786885,100000,2,690.098µs,5.328549ms,346.53µs,1449.0686115404565,34.984562824s
2024-05-14 14:02:23.357508523 +0000 UTC m=+209.244221157,100000,3,779.176µs,6.307739ms,376.21µs,1283.406060395891,26.351773651s
2024-05-14 14:02:44.694041141 +0000 UTC m=+230.580753785,100000,4,841.556µs,5.448699ms,349.87µs,1188.273800626016,21.334405699s
2024-05-14 14:03:03.649653507 +0000 UTC m=+249.536366171,100000,5,934.797µs,5.834719ms,378.35µs,1069.7507335899418,18.953525316s
2024-05-14 14:03:20.753468543 +0000 UTC m=+266.640181257,100000,6,1.013101ms,6.446839ms,392.5µs,987.0675712799998,17.101670656s
2024-05-14 14:03:36.391003151 +0000 UTC m=+282.277715796,100000,7,1.08088ms,5.44118ms,379.9µs,925.1713408892704,15.635193149s
2024-05-14 14:03:50.965746342 +0000 UTC m=+296.852458976,100000,8,1.151165ms,6.555648ms,376.42µs,868.6850605362888,14.572529091s
2024-05-14 14:04:04.706118551 +0000 UTC m=+310.592831185,100000,9,1.221274ms,6.831008ms,388.879µs,818.8169019210927,13.738203549s
2024-05-14 14:04:17.875382944 +0000 UTC m=+323.762095578,100000,10,1.300545ms,7.195358ms,419.84µs,768.9082485957582,13.167138654s
2024-05-14 14:04:30.522153006 +0000 UTC m=+336.408865650,100000,11,1.373485ms,7.367878ms,415.339µs,728.0746649959951,12.643929773s
2024-05-14 14:04:42.692107192 +0000 UTC m=+348.578819826,100000,12,1.441454ms,7.111217ms,393.93µs,693.743560027788,12.167441336s
2024-05-14 14:04:54.495001099 +0000 UTC m=+360.381713743,100000,13,1.513828ms,9.464799ms,439.66µs,660.5768200689492,11.800752627s
2024-05-14 14:05:06.042106694 +0000 UTC m=+371.928819339,100000,14,1.594602ms,9.372838ms,448.76µs,627.1157218640361,11.544952366s
2024-05-14 14:05:17.184355642 +0000 UTC m=+383.071068286,100000,15,1.647875ms,8.854619ms,440.73µs,606.8420800754012,11.138871999s
2024-05-14 14:05:28.06351978 +0000 UTC m=+393.950232423,100000,16,1.715738ms,8.804769ms,470.7µs,582.8395098760031,10.877162988s
2024-05-14 14:05:38.684450638 +0000 UTC m=+404.571163281,100000,17,1.779351ms,11.642018ms,471.54µs,562.0023532861105,10.618535408s
2024-05-14 14:05:49.142713677 +0000 UTC m=+415.029426311,100000,18,1.855117ms,12.241098ms,475.27µs,539.0495448754391,10.455868879s
2024-05-14 14:05:59.45328712 +0000 UTC m=+425.339999754,100000,19,1.930444ms,11.611769ms,449.841µs,518.015543802759,10.308109214s
2024-05-14 14:06:09.637606297 +0000 UTC m=+435.524318931,100000,20,2.00645ms,10.64024ms,460.24µs,498.3926219834504,10.182108698s
2024-05-14 14:06:19.628014642 +0000 UTC m=+445.514727276,100000,21,2.067199ms,11.34506ms,459.69µs,483.746160449963,9.988209523s
2024-05-14 14:06:29.529773568 +0000 UTC m=+455.416486212,100000,22,2.146429ms,10.64166ms,521.189µs,465.88999043634084,9.899566836s
2024-05-14 14:06:39.252454221 +0000 UTC m=+465.139166865,100000,23,2.203445ms,11.918179ms,513.09µs,453.8346184078293,9.719886023s
