Timestamp,Total Requests,Concurrent Requests,Average Latency,Max Latency,Min Latency,Avg. Throughput req/s,Time Elapsed
2024-05-11 09:05:28.30586949 +0000 UTC m=+74.261849513,0,0,0,0,0,0,0
2024-05-11 09:06:31.927206559 +0000 UTC m=+137.883186572,100000,1,627.622µs,4.97034ms,364.88µs,1593.3140765829544,1m3.618950929s
2024-05-11 09:07:03.286143829 +0000 UTC m=+169.242123852,100000,2,618.41µs,5.2742ms,350.39µs,1617.0483766915988,31.35672795s
2024-05-11 09:07:27.734377324 +0000 UTC m=+193.690357346,100000,3,724.06µs,3.70227ms,331.82µs,1381.100234215075,24.444826044s
2024-05-11 09:07:47.666217574 +0000 UTC m=+213.622197607,100000,4,787.522µs,4.40938ms,331.26µs,1269.8049039671541,19.928473881s
2024-05-11 09:08:05.069901663 +0000 UTC m=+231.025881676,100000,5,860.066µs,4.938771ms,335.28µs,1162.7012503641995,17.401613729s
2024-05-11 09:08:20.887092013 +0000 UTC m=+246.843072036,100000,6,938.073µs,5.77513ms,332.57µs,1066.0142559698052,15.81520307s
2024-05-11 09:08:35.517660167 +0000 UTC m=+261.473640190,100000,7,1.012787ms,6.72263ms,351.42µs,987.3741745759658,14.628528493s
2024-05-11 09:08:49.253362572 +0000 UTC m=+275.209342585,100000,8,1.086465ms,5.685171ms,375.53µs,920.415944642329,13.733561635s
2024-05-11 09:09:02.031153686 +0000 UTC m=+287.987133709,100000,9,1.1375ms,7.032411ms,369.539µs,879.1202149387942,12.775652104s
2024-05-11 09:09:14.310125027 +0000 UTC m=+300.266105050,100000,10,1.214877ms,7.611081ms,363.701µs,823.1285688596492,12.276781801s
2024-05-11 09:09:26.04428368 +0000 UTC m=+312.000263693,100000,11,1.276456ms,7.818909ms,373.001µs,783.418893529731,11.732043753s
2024-05-11 09:09:37.405495969 +0000 UTC m=+323.361475992,100000,12,1.348007ms,7.78189ms,360.26µs,741.8355725940858,11.358889169s
2024-05-11 09:09:48.317315651 +0000 UTC m=+334.273295673,100000,13,1.402611ms,7.90041ms,371.55µs,712.9560460044115,10.909569662s
2024-05-11 09:09:59.041324735 +0000 UTC m=+344.997304748,100000,14,1.483756ms,8.02547ms,420.41µs,673.9651750399936,10.721956635s
2024-05-11 09:10:09.382504278 +0000 UTC m=+355.338484291,100000,15,1.532961ms,8.43164ms,400.22µs,652.3322128182621,10.339125183s
2024-05-11 09:10:19.507666257 +0000 UTC m=+365.463646279,100000,16,1.600531ms,10.713012ms,410.891µs,624.792550898601,10.122774547s
2024-05-11 09:10:29.372088826 +0000 UTC m=+375.328068839,100000,17,1.656847ms,9.458381ms,425.32µs,603.5558429366745,9.862335639s
2024-05-11 09:10:39.102187666 +0000 UTC m=+385.058167689,100000,18,1.729266ms,13.108743ms,445.95µs,578.279824612342,9.727921909s
2024-05-11 09:10:48.662028588 +0000 UTC m=+394.618013301,100000,19,1.7937ms,10.305972ms,409.26µs,557.5066694330803,9.557787671s
2024-05-11 09:10:58.155296844 +0000 UTC m=+404.111276867,100000,20,1.87439ms,10.018972ms,417.4µs,533.5068481300531,9.491014157s
2024-05-11 09:11:07.380152561 +0000 UTC m=+413.336132574,100000,21,1.913441ms,11.173702ms,445.9µs,522.6186408555025,9.222799366s
2024-05-11 09:11:16.586755066 +0000 UTC m=+422.542735089,100000,22,2.000128ms,12.87977ms,427.21µs,499.9677985440011,9.204517016s
2024-05-11 09:11:25.639716132 +0000 UTC m=+431.595696145,100000,23,2.056166ms,11.2858ms,465.639µs,486.34193002728057,9.050806066s
2024-05-11 09:11:34.583379142 +0000 UTC m=+440.539359165,100000,24,2.119274ms,13.43034ms,445.38µs,471.8595219738793,8.94162284s
2024-05-11 09:11:43.441242616 +0000 UTC m=+449.397222639,100000,25,2.187005ms,14.140289ms,446.739µs,457.24613634877016,8.855670524s
2024-05-11 09:11:52.26390537 +0000 UTC m=+458.219885383,100000,26,2.264449ms,10.423839ms,409.55µs,441.60849873803517,8.820237744s
2024-05-11 09:12:00.95639698 +0000 UTC m=+466.912377003,100000,27,2.316478ms,13.59177ms,428.991µs,431.6896497891438,8.689115269s
2024-05-11 09:12:09.552051794 +0000 UTC m=+475.508031816,100000,28,2.378365ms,10.82736ms,443.64µs,420.45683170552945,8.593557564s
2024-05-11 09:12:18.185312808 +0000 UTC m=+484.141292831,100000,29,2.473601ms,13.153569ms,435.31µs,404.2688135238335,8.631223524s
2024-05-11 09:12:26.723410475 +0000 UTC m=+492.679390498,100000,30,2.529556ms,16.28704ms,440.52µs,395.3262287874645,8.534773887s
2024-05-11 09:12:35.139678697 +0000 UTC m=+501.095658710,100000,31,2.577478ms,12.65677ms,457.94µs,387.9760956063343,8.414191572s
