Timestamp,Total Requests,Concurrent Requests,Average Latency,Max Latency,Min Latency,Avg. Throughput req/s,Time Elapsed
2024-05-14 12:57:31.249360964 +0000 UTC m=+57.066786819,0,0,0,0,0,0,0
2024-05-14 12:58:30.333681231 +0000 UTC m=+116.151107086,100000,1,582.716µs,4.35232ms,330.571µs,1716.1006997771813,59.082241595s
2024-05-14 12:59:00.396755831 +0000 UTC m=+146.214181696,100000,2,592.404µs,5.895394ms,316.72µs,1688.0364441854292,30.061045549s
2024-05-14 12:59:23.734002852 +0000 UTC m=+169.551428707,100000,3,690.154µs,4.467622ms,317.48µs,1448.950127865247,23.334790241s
2024-05-14 12:59:42.944508386 +0000 UTC m=+188.761934251,100000,4,758.197µs,4.36869ms,323.039µs,1318.9183562826067,19.208425674s
2024-05-14 12:59:59.830159027 +0000 UTC m=+205.647584882,100000,5,833.288µs,4.66378ms,330.58µs,1200.0639700147537,16.883245371s
2024-05-14 13:00:15.35422543 +0000 UTC m=+221.171651285,100000,6,919.877µs,5.24565ms,352.48µs,1087.1008006821125,15.522008633s
2024-05-14 13:00:29.384356114 +0000 UTC m=+235.201781979,100000,7,970.003µs,5.049288ms,358.55µs,1030.923954356196,14.028078315s
2024-05-14 13:00:42.613958075 +0000 UTC m=+248.431383930,100000,8,1.045339ms,6.354828ms,342.03µs,956.6267450826996,13.227027482s
2024-05-14 13:00:54.999698045 +0000 UTC m=+260.817123910,100000,9,1.101329ms,5.290629ms,363.14µs,907.9938035135644,12.38374328s
2024-05-14 13:01:06.910715602 +0000 UTC m=+272.728141467,100000,10,1.177039ms,7.158248ms,367.21µs,849.58894459415,11.908907037s
2024-05-14 13:01:18.283429401 +0000 UTC m=+284.100855266,100000,11,1.236004ms,7.843608ms,373.16µs,809.058765287076,11.3707204s
2024-05-14 13:01:29.247105469 +0000 UTC m=+295.064531334,100000,12,1.300247ms,8.652967ms,401.579µs,769.0842534152246,10.961644999s
2024-05-14 13:01:39.879011915 +0000 UTC m=+305.696437770,100000,13,1.364698ms,7.485907ms,397.349µs,732.7625584340435,10.629719217s
2024-05-14 13:01:50.244193233 +0000 UTC m=+316.061619098,100000,14,1.433297ms,7.565377ms,376.95µs,697.6919195477021,10.363027939s
2024-05-14 13:02:00.357954038 +0000 UTC m=+326.175379903,100000,15,1.498726ms,8.141457ms,383.06µs,667.2330063381294,10.111712925s
2024-05-14 13:02:10.125207072 +0000 UTC m=+335.942632927,100000,16,1.543174ms,10.411546ms,399.96µs,648.0149034886966,9.765114606s
2024-05-14 13:02:19.660936287 +0000 UTC m=+345.478362142,100000,17,1.599158ms,7.892217ms,413.43µs,625.3288553446873,9.532362196s
2024-05-14 13:02:28.970709994 +0000 UTC m=+354.788135860,100000,18,1.654027ms,9.541387ms,401.78µs,604.584764433447,9.307760708s
2024-05-14 13:02:38.253667921 +0000 UTC m=+364.071093786,100000,19,1.740893ms,10.43097ms,428.67µs,574.4178102712332,9.280866837s
2024-05-14 13:02:47.493090299 +0000 UTC m=+373.310516165,100000,20,1.823274ms,11.930639ms,400.399µs,548.4636945692438,9.237389708s
2024-05-14 13:02:56.505463505 +0000 UTC m=+382.322889370,100000,21,1.86773ms,10.62124ms,419.54µs,535.409248900744,9.010227826s
2024-05-14 13:03:05.457146133 +0000 UTC m=+391.274571998,100000,22,1.943976ms,10.96802ms,417.91µs,514.4095495736734,8.949587148s
2024-05-14 13:03:14.1332778 +0000 UTC m=+399.950703655,100000,23,1.969463ms,13.547069ms,438.99µs,507.7524575033296,8.674033347s
2024-05-14 13:03:22.763831959 +0000 UTC m=+408.581257824,100000,24,2.043362ms,9.83299ms,394.14µs,489.3893910368862,8.628466859s
2024-05-14 13:03:31.530330748 +0000 UTC m=+417.347756623,100000,25,2.163405ms,9.109189ms,438.53µs,462.23416597605234,8.764445829s
2024-05-14 13:03:40.214342289 +0000 UTC m=+426.031768154,100000,26,2.229383ms,13.634988ms,446.12µs,448.5545304587434,8.681998751s
2024-05-14 13:03:48.678665628 +0000 UTC m=+434.496091493,100000,27,2.25496ms,12.022839ms,429.479µs,443.46683161181676,8.462304889s
2024-05-14 13:03:57.031829447 +0000 UTC m=+442.849255302,100000,28,2.306964ms,11.281098ms,440.06µs,433.4699552711789,8.351032009s
2024-05-14 13:04:05.507728615 +0000 UTC m=+451.325154480,100000,29,2.425723ms,14.250969ms,449.61µs,412.2480903466927,8.473802829s
2024-05-14 13:04:13.815086428 +0000 UTC m=+459.632512283,100000,30,2.458407ms,11.869699ms,447.09µs,406.7674454601841,8.304932813s
2024-05-14 13:04:22.01460032 +0000 UTC m=+467.832026185,100000,31,2.507666ms,11.470269ms,442.38µs,398.77714457922156,8.197311152s
2024-05-14 13:04:30.156947557 +0000 UTC m=+475.974373412,100000,32,2.571065ms,12.945399ms,382.68µs,388.9437655745512,8.140320607s
2024-05-14 13:04:38.230504839 +0000 UTC m=+484.047930694,100000,33,2.629474ms,13.851109ms,469.55µs,380.30419251928646,8.071422002s
2024-05-14 13:04:46.217650799 +0000 UTC m=+492.035076665,100000,34,2.680558ms,15.08526ms,471.16µs,373.0566104795734,7.985093151s
2024-05-14 13:04:54.009761743 +0000 UTC m=+499.827187608,100000,35,2.689708ms,12.420389ms,448.97µs,371.7874629514424,7.789979444s
2024-05-14 13:05:01.944513246 +0000 UTC m=+507.761939111,100000,36,2.818176ms,12.4673ms,478.63µs,354.83939795241724,7.932583033s
2024-05-14 13:05:09.858940432 +0000 UTC m=+515.676366297,100000,37,2.891557ms,15.208199ms,459.53µs,345.834431281987,7.912368426s
2024-05-14 13:05:17.847281692 +0000 UTC m=+523.664707557,100000,38,2.99748ms,17.446989ms,514.03µs,333.61346706926713,7.98504436s
2024-05-14 13:05:25.525243902 +0000 UTC m=+531.342669757,100000,39,2.955421ms,13.947949ms,418.85µs,338.3612058633254,7.675897971s
2024-05-14 13:05:33.499876154 +0000 UTC m=+539.317302009,100000,40,3.150581ms,16.688799ms,461.41µs,317.40168343320323,7.972614612s
2024-05-14 13:05:41.302387248 +0000 UTC m=+547.119813113,100000,41,3.160676ms,13.220469ms,495.87µs,316.3879253272133,7.800450255s
2024-05-14 13:05:49.113573634 +0000 UTC m=+554.930999500,100000,42,3.240945ms,16.527686ms,507.73µs,308.5519471918926,7.809018997s
2024-05-14 13:05:56.766958343 +0000 UTC m=+562.584384198,100000,43,3.250204ms,13.819267ms,431.659µs,307.672966421059,7.651336159s
2024-05-14 13:06:04.34677406 +0000 UTC m=+570.164199925,100000,44,3.292783ms,16.845945ms,498.38µs,303.6944080858315,7.577797947s
2024-05-14 13:06:12.060524892 +0000 UTC m=+577.877950756,100000,45,3.429987ms,18.503435ms,514.09µs,291.54629143460625,7.711609072s
2024-05-14 13:06:19.790584369 +0000 UTC m=+585.608010234,100000,46,3.513333ms,20.166625ms,449.24µs,284.6299452441994,7.728028709s
2024-05-14 13:06:27.453418485 +0000 UTC m=+593.270844350,100000,47,3.556851ms,17.101376ms,485.87µs,281.14748777940576,7.660767186s
2024-05-14 13:06:35.111876002 +0000 UTC m=+600.929301866,100000,48,3.632229ms,21.697674ms,518.579µs,275.31298274465536,7.656259587s
2024-05-14 13:06:42.65081768 +0000 UTC m=+608.468243545,100000,49,3.647534ms,18.733625ms,485.92µs,274.1577607807944,7.536874129s
2024-05-14 13:06:50.22381259 +0000 UTC m=+616.041238455,100000,50,3.739967ms,23.735049ms,464.51µs,267.38197610783885,7.57090253s
2024-05-14 13:06:57.790422816 +0000 UTC m=+623.607848671,100000,51,3.812044ms,18.449709ms,493.35µs,262.3264056391176,7.564512397s
2024-05-14 13:07:05.41343121 +0000 UTC m=+631.230857075,100000,52,3.915824ms,21.287419ms,537.33µs,255.37408675473296,7.620892785s
2024-05-14 13:07:13.09917272 +0000 UTC m=+638.916598575,100000,53,4.023362ms,18.586129ms,560.4µs,248.54834335431508,7.68360563s
2024-05-14 13:07:20.668588457 +0000 UTC m=+646.486014322,100000,54,4.035887ms,19.659729ms,445.61µs,247.77698489511525,7.567328277s
2024-05-14 13:07:28.318496529 +0000 UTC m=+654.135922384,100000,55,4.157597ms,18.01642ms,541.41µs,240.5235171821265,7.647515982s
2024-05-14 13:07:35.891070875 +0000 UTC m=+661.708496740,100000,56,4.195214ms,21.837289ms,409.57µs,238.3668345025726,7.570120327s
2024-05-14 13:07:43.4888021 +0000 UTC m=+669.306227965,100000,57,4.280192ms,26.083129ms,520.77µs,233.63432891765865,7.595686355s
2024-05-14 13:07:51.196388201 +0000 UTC m=+677.013814066,100000,58,4.421276ms,23.540569ms,564.79µs,226.17904459758685,7.705545131s
2024-05-14 13:07:58.753881343 +0000 UTC m=+684.571307207,100000,59,4.411092ms,20.064817ms,465.479µs,226.70120838028316,7.555436492s
2024-05-14 13:08:06.178480594 +0000 UTC m=+691.995906459,100000,60,4.404241ms,23.119256ms,585.919µs,227.05384050004244,7.421307522s
2024-05-14 13:08:13.670736385 +0000 UTC m=+699.488162251,100000,61,4.519683ms,25.182566ms,543.76µs,221.25442272009175,7.489989812s
2024-05-14 13:08:21.225547507 +0000 UTC m=+707.042973372,100000,62,4.629577ms,31.187935ms,482.82µs,216.00243152065718,7.552606123s
2024-05-14 13:08:28.762062882 +0000 UTC m=+714.579488737,100000,63,4.690333ms,24.583556ms,497.54µs,213.20447124644176,7.534442516s
2024-05-14 13:08:36.192571343 +0000 UTC m=+722.009997208,100000,64,4.700885ms,25.040285ms,529.14µs,212.72586891825992,7.428511291s
2024-05-14 13:08:43.681254955 +0000 UTC m=+729.498680810,100000,65,4.813556ms,21.065277ms,397.63µs,207.74660349437005,7.486652602s
2024-05-14 13:08:51.221639449 +0000 UTC m=+737.039065314,100000,66,4.922679ms,32.207825ms,571.46µs,203.14140154994993,7.538348735s
2024-05-14 13:08:58.837541078 +0000 UTC m=+744.654966933,100000,67,5.049303ms,29.414927ms,517.8µs,198.04713451464613,7.613895709s
2024-05-14 13:09:06.404285577 +0000 UTC m=+752.221711442,100000,68,5.093627ms,31.767946ms,416.83µs,196.32372209196393,7.56469727s
2024-05-14 13:09:13.766919768 +0000 UTC m=+759.584345633,100000,69,5.022074ms,29.528726ms,564.14µs,199.12090915341585,7.360511151s
2024-05-14 13:09:21.269818864 +0000 UTC m=+767.087244729,100000,70,5.197081ms,33.117567ms,543.26µs,192.4156860655236,7.500451496s
2024-05-14 13:09:28.659960392 +0000 UTC m=+774.477386247,100000,71,5.182183ms,27.415956ms,533.05µs,192.96884852928048,7.387969438s
2024-05-14 13:09:36.127400791 +0000 UTC m=+781.944826656,100000,72,5.315071ms,25.211968ms,531.47µs,188.1442315215983,7.464949629s
2024-05-14 13:09:43.731843347 +0000 UTC m=+789.549269212,100000,73,5.493033ms,30.523867ms,515.11µs,182.0487833178525,7.602324246s
2024-05-14 13:09:51.226927673 +0000 UTC m=+797.044353528,100000,74,5.477735ms,30.457967ms,481.861µs,182.55718639107278,7.493009096s
2024-05-14 13:09:58.650706707 +0000 UTC m=+804.468132573,100000,75,5.502948ms,31.926236ms,516.8µs,181.72077511877632,7.420402345s
2024-05-14 13:10:06.074156708 +0000 UTC m=+811.891582572,100000,76,5.574457ms,31.574075ms,512.75µs,179.38964008715143,7.421345821s
2024-05-14 13:10:13.384513276 +0000 UTC m=+819.201939141,100000,77,5.562684ms,29.127496ms,515.07µs,179.7693125499434,7.307916859s
2024-05-14 13:10:20.833797354 +0000 UTC m=+826.651223220,100000,78,5.745642ms,43.960323ms,500.95µs,174.0449274322406,7.446853918s
2024-05-14 13:10:28.16627577 +0000 UTC m=+833.983701635,100000,79,5.722483ms,30.715766ms,526.38µs,174.74929458829843,7.329935355s
2024-05-14 13:10:35.548474299 +0000 UTC m=+841.365900154,100000,80,5.833627ms,31.070345ms,541.98µs,171.41991829567633,7.380042178s
2024-05-14 13:10:43.018679353 +0000 UTC m=+848.836105208,100000,81,5.986643ms,40.497414ms,496.36µs,167.0384957987433,7.468217365s
2024-05-14 13:10:50.523067133 +0000 UTC m=+856.340492997,100000,82,6.089528ms,32.929695ms,590.2µs,164.21633224189557,7.50230719s
2024-05-14 13:10:57.901357901 +0000 UTC m=+863.718783766,100000,83,6.050911ms,30.500075ms,460.73µs,165.26434883136812,7.37491337s
2024-05-14 13:11:05.389792194 +0000 UTC m=+871.207218059,100000,84,6.223034ms,30.204975ms,484.499µs,160.69329911401093,7.486130204s
2024-05-14 13:11:12.862396333 +0000 UTC m=+878.679822198,100000,85,6.277373ms,35.116376ms,460.74µs,159.30229983502431,7.46907548s
2024-05-14 13:11:20.359663089 +0000 UTC m=+886.177088954,100000,86,6.378974ms,38.898316ms,605µs,156.76500612523208,7.495211126s
2024-05-14 13:11:27.666904652 +0000 UTC m=+893.484330518,100000,87,6.285899ms,33.958487ms,564.13µs,159.0862247112605,7.305176174s
2024-05-14 13:11:35.155814029 +0000 UTC m=+900.973239884,100000,88,6.520795ms,36.460336ms,555.99µs,153.3555203530697,7.486517267s
