Timestamp,Total Requests,Concurrent Requests,Average Latency,Max Latency,Min Latency,Avg. Throughput req/s,Time Elapsed
2024-02-01 10:08:20.587527467 +0000 UTC m=+15.585643537,0,0,0,0,0,0,0
2024-02-01 10:08:53.536452311 +0000 UTC m=+48.534568398,100000,1,325.092µs,5.211253ms,179.533µs,3076.048702602198,32.943579944s
2024-02-01 10:09:12.692965523 +0000 UTC m=+67.691081609,100000,2,377.588µs,4.023254ms,163.525µs,2648.3890551611057,19.152779942s
2024-02-01 10:09:26.664538344 +0000 UTC m=+81.662654430,100000,3,412.874µs,3.042017ms,155.329µs,2422.0433363658785,13.967759492s
2024-02-01 10:09:37.955335229 +0000 UTC m=+92.953451320,100000,4,444.798µs,5.517619ms,163.66µs,2248.210728134188,11.286561804s
2024-02-01 10:09:47.972027666 +0000 UTC m=+102.970143750,100000,5,493.059µs,17.405583ms,169.818µs,2028.1547324061894,10.013171276s
2024-02-01 10:09:56.544185781 +0000 UTC m=+111.542301865,100000,6,506.336µs,4.327161ms,166.632µs,1974.972236303433,8.568368248s
2024-02-01 10:10:04.50328809 +0000 UTC m=+119.501404187,100000,7,548.273µs,2.933998ms,182.631µs,1823.9079826989014,7.955481334s
2024-02-01 10:10:11.866379943 +0000 UTC m=+126.864496026,100000,8,579.367µs,5.120219ms,176.596µs,1726.0206134029586,7.359356252s
2024-02-01 10:10:18.730158837 +0000 UTC m=+133.728274925,100000,9,607.859µs,3.584724ms,173.785µs,1645.1171978012292,6.858802647s
2024-02-01 10:10:25.091955929 +0000 UTC m=+140.090072013,100000,10,626.041µs,4.708512ms,193.031µs,1597.3387742832713,6.357764616s
2024-02-01 10:10:31.231298169 +0000 UTC m=+146.229414254,100000,11,664.198µs,4.009801ms,180.387µs,1505.5740501224568,6.135845249s
2024-02-01 10:10:37.21455169 +0000 UTC m=+152.212667776,100000,12,707.17µs,9.579342ms,192.096µs,1414.085847080989,5.979691991s
2024-02-01 10:10:42.85064954 +0000 UTC m=+157.848765629,100000,13,720.618µs,3.558077ms,196.317µs,1387.6969491444968,5.632577172s
2024-02-01 10:10:48.410044716 +0000 UTC m=+163.408160800,100000,14,766.379µs,3.424879ms,199.356µs,1304.8371055992422,5.555829691s
2024-02-01 10:10:53.807386509 +0000 UTC m=+168.805502596,100000,15,795.411µs,6.400311ms,205.349µs,1257.210318042755,5.393802689s
2024-02-01 10:10:59.006714018 +0000 UTC m=+174.004830103,100000,16,817.577µs,6.519904ms,216.236µs,1223.1261641345982,5.195628168s
2024-02-01 10:11:04.026819831 +0000 UTC m=+179.024935915,100000,17,838.274µs,7.700199ms,200.545µs,1192.9270466245528,5.016604575s
2024-02-01 10:11:08.853914565 +0000 UTC m=+183.852030650,100000,18,852.469µs,6.159369ms,212.663µs,1173.0622691025221,4.823566207s
2024-02-01 10:11:13.554191448 +0000 UTC m=+188.552307542,100000,19,875.818µs,4.870584ms,197.893µs,1141.7892362447676,4.69660669s
2024-02-01 10:11:18.174925616 +0000 UTC m=+193.173041707,100000,20,905.892µs,5.658568ms,216.149µs,1103.8838475869998,4.617045041s
2024-02-01 10:11:22.742725138 +0000 UTC m=+197.740841225,100000,21,940.491µs,9.390056ms,205.446µs,1063.2739672151931,4.562661416s
2024-02-01 10:11:27.090814161 +0000 UTC m=+202.088930245,100000,22,938.749µs,6.063327ms,195.079µs,1065.247025397916,4.34462944s
2024-02-01 10:11:31.348804098 +0000 UTC m=+206.346920182,100000,23,959.509µs,4.344516ms,237.334µs,1042.1986580464338,4.254471692s
2024-02-01 10:11:35.527121752 +0000 UTC m=+210.525237840,100000,24,981.4µs,6.102677ms,203.808µs,1018.9517686504432,4.173400412s
2024-02-01 10:11:39.652928619 +0000 UTC m=+214.651044703,100000,25,1.010886ms,6.615041ms,224.127µs,989.2307996874354,4.122328128s
2024-02-01 10:11:43.771839931 +0000 UTC m=+218.769956019,100000,26,1.048248ms,4.282426ms,254.34µs,953.9725502897977,4.115254112s
2024-02-01 10:11:47.71795758 +0000 UTC m=+222.716073664,100000,27,1.043521ms,6.59223ms,226.542µs,958.2931664117763,3.94260661s
2024-02-01 10:11:51.681100545 +0000 UTC m=+226.679216630,100000,28,1.08492ms,7.735506ms,220.332µs,921.726888945506,3.959655453s
2024-02-01 10:11:55.596790788 +0000 UTC m=+230.594906872,100000,29,1.111415ms,5.965523ms,221.133µs,899.7532762481798,3.911876665s
2024-02-01 10:11:59.463145539 +0000 UTC m=+234.461261629,100000,30,1.134641ms,5.139915ms,236.483µs,881.335584055891,3.862820949s
2024-02-01 10:12:03.237183123 +0000 UTC m=+238.235299216,100000,31,1.144574ms,12.885335ms,225.216µs,873.6872760184224,3.768693546s
2024-02-01 10:12:06.962990707 +0000 UTC m=+241.961106800,100000,32,1.166888ms,5.221998ms,229.776µs,856.9801366364144,3.722267823s
2024-02-01 10:12:10.680395385 +0000 UTC m=+245.678511473,100000,33,1.200515ms,6.692781ms,230.115µs,832.9753103687551,3.713487131s
2024-02-01 10:12:14.261120271 +0000 UTC m=+249.259236355,100000,34,1.191105ms,6.035481ms,251.514µs,839.5564547350373,3.575655543s
2024-02-01 10:12:17.83399078 +0000 UTC m=+252.832106864,100000,35,1.221532ms,6.419616ms,260.762µs,818.6437808447457,3.567765814s
2024-02-01 10:12:21.316488272 +0000 UTC m=+256.314604356,100000,36,1.224137ms,5.130064ms,247.945µs,816.9014795174511,3.479003879s
2024-02-01 10:12:24.861009502 +0000 UTC m=+259.859125586,100000,37,1.280448ms,5.122224ms,242.495µs,780.976493105797,3.540592143s
2024-02-01 10:12:28.324453501 +0000 UTC m=+263.322569584,100000,38,1.286272ms,5.60122ms,249.703µs,777.4400262119055,3.459941468s
2024-02-01 10:12:31.801508964 +0000 UTC m=+266.799625051,100000,39,1.326724ms,6.692724ms,209.482µs,753.7361231421562,3.472874477s
2024-02-01 10:12:35.16010583 +0000 UTC m=+270.158221918,100000,40,1.311474ms,5.578558ms,253.478µs,762.5003728362808,3.355088434s
2024-02-01 10:12:38.521837244 +0000 UTC m=+273.519953328,100000,41,1.344789ms,6.324349ms,242.44µs,743.6110777990017,3.358271576s
2024-02-01 10:12:41.86659752 +0000 UTC m=+276.864713615,100000,42,1.367839ms,6.313264ms,227.998µs,731.0798685053228,3.339660008s
2024-02-01 10:12:45.183699971 +0000 UTC m=+280.181816055,100000,43,1.391996ms,10.83765ms,247.58µs,718.3927687826197,3.313559181s
2024-02-01 10:12:48.555860872 +0000 UTC m=+283.553976956,100000,44,1.44646ms,6.219705ms,251.183µs,691.342827335909,3.367934168s
2024-02-01 10:12:51.888723862 +0000 UTC m=+286.886839946,100000,45,1.464035ms,6.457233ms,217.062µs,683.0437755294439,3.327469443s
2024-02-01 10:12:55.223582556 +0000 UTC m=+290.221698643,100000,46,1.493056ms,5.946544ms,259.168µs,669.7669750756239,3.331012419s
2024-02-01 10:12:58.508227713 +0000 UTC m=+293.506343797,100000,47,1.504879ms,7.472321ms,253.687µs,664.5048850479035,3.280835713s
2024-02-01 10:13:01.759587871 +0000 UTC m=+296.757703959,100000,48,1.519825ms,6.15272ms,277.656µs,657.9703981178518,3.246292934s
2024-02-01 10:13:05.006606005 +0000 UTC m=+300.004722089,100000,49,1.551034ms,8.90024ms,252.546µs,644.7310648851576,3.243381242s
2024-02-01 10:13:08.192451184 +0000 UTC m=+303.190567267,100000,50,1.552768ms,6.838566ms,249.324µs,644.010904355486,3.18206914s
2024-02-01 10:13:11.33871337 +0000 UTC m=+306.336829455,100000,51,1.563951ms,7.033023ms,256.721µs,639.4061672668884,3.142779776s
2024-02-01 10:13:14.466512931 +0000 UTC m=+309.464629015,100000,52,1.58507ms,6.073863ms,234.009µs,630.8866914994107,3.124372645s
