Timestamp,Total Requests,Concurrent Requests,Average Latency,Max Latency,Min Latency,Avg. Throughput req/s,Time Elapsed
2024-04-26 09:00:37.949942824 +0000 UTC m=+55.075682783,0,0,0,0,0,0,0
2024-04-26 09:01:39.982993186 +0000 UTC m=+117.108733145,100000,1,611.112µs,5.38296ms,326.861µs,1636.3608821570324,1m2.029629549s
2024-04-26 09:02:11.112722307 +0000 UTC m=+148.238462266,100000,2,613.268µs,5.814775ms,318.65µs,1630.6075132702283,31.127609543s
2024-04-26 09:02:34.271978607 +0000 UTC m=+171.397718616,100000,3,685.158µs,7.156145ms,293.38µs,1459.5153751565401,23.157125481s
2024-04-26 09:02:53.331748966 +0000 UTC m=+190.457488925,100000,4,751.941µs,4.05803ms,321.19µs,1329.890656738634,19.057329859s
2024-04-26 09:03:10.096533092 +0000 UTC m=+207.222273051,100000,5,827.383µs,4.91411ms,323.33µs,1208.6294642387122,16.762750496s
2024-04-26 09:03:25.248597493 +0000 UTC m=+222.374337442,100000,6,897.456µs,4.510349ms,332.56µs,1114.2598307522046,15.149715401s
2024-04-26 09:03:39.155307837 +0000 UTC m=+236.281047796,100000,7,961.36µs,5.329081ms,325.78µs,1040.1922281844986,13.904631904s
2024-04-26 09:03:52.343373362 +0000 UTC m=+249.469113311,100000,8,1.04211ms,5.38119ms,360.52µs,959.5911107137426,13.185599465s
2024-04-26 09:04:04.471824026 +0000 UTC m=+261.597563986,100000,9,1.077999ms,6.890929ms,360.14µs,927.6443538422401,12.126265515s
2024-04-26 09:04:16.046596558 +0000 UTC m=+273.172336517,100000,10,1.143408ms,5.884829ms,350.88µs,874.5782976151295,11.572619912s
2024-04-26 09:04:27.263364074 +0000 UTC m=+284.389104053,100000,11,1.218989ms,6.53837ms,366.31µs,820.3515869796262,11.213389116s
2024-04-26 09:04:37.846028656 +0000 UTC m=+294.971768605,100000,12,1.253977ms,9.422239ms,368.17µs,797.4625969533284,10.580573762s
2024-04-26 09:04:48.219741284 +0000 UTC m=+305.345481243,100000,13,1.331875ms,8.800779ms,364.55µs,750.8208934137788,10.371683808s
2024-04-26 09:04:58.268023452 +0000 UTC m=+315.393763410,100000,14,1.388314ms,37.475666ms,391.38µs,720.2976378074225,10.046132258s
2024-04-26 09:05:08.099611376 +0000 UTC m=+325.225351335,100000,15,1.455044ms,8.412118ms,374.94µs,687.2641360776363,9.829489355s
2024-04-26 09:05:17.662540853 +0000 UTC m=+334.788280802,100000,16,1.508513ms,7.512218ms,372.89µs,662.904305564583,9.560699207s
2024-04-26 09:05:26.953163884 +0000 UTC m=+344.078903833,100000,17,1.557437ms,9.718488ms,406.67µs,642.0802018097021,9.288336501s
