Timestamp,Total Requests,Concurrent Requests,Average Latency,Max Latency,Min Latency,Avg. Throughput req/s,Time Elapsed
2024-05-03 11:24:24.357193192 +0000 UTC m=+75.825240109,0,0,0,0,0,0,0
2024-05-03 11:25:24.338745 +0000 UTC m=+135.806791919,100000,1,590.967µs,5.837536ms,369.397µs,1692.1412116818506,59.977817948s
2024-05-03 11:25:55.935663656 +0000 UTC m=+167.403710574,100000,2,621.089µs,4.257563ms,344.91µs,1610.0728809483285,31.593437359s
2024-05-03 11:26:19.729045405 +0000 UTC m=+191.197092321,100000,3,703.047µs,4.001005ms,346.886µs,1422.3790450724953,23.789762009s
2024-05-03 11:26:39.134578235 +0000 UTC m=+210.602625153,100000,4,765.141µs,6.680461ms,332.498µs,1306.9483276583917,19.402010155s
2024-05-03 11:26:56.422826424 +0000 UTC m=+227.890873341,100000,5,853.07µs,5.258102ms,340.73µs,1172.235662497244,17.284703279s
2024-05-03 11:27:12.094968537 +0000 UTC m=+243.563015457,100000,6,928.322µs,20.311321ms,353.31µs,1077.2124139683547,15.667093222s
2024-05-03 11:27:26.693790202 +0000 UTC m=+258.161837119,100000,7,1.009202ms,5.974228ms,352.838µs,990.8812627718946,14.595216541s
2024-05-03 11:27:40.322298543 +0000 UTC m=+271.790345460,100000,8,1.076943ms,6.948728ms,360.636µs,928.5540929122199,13.624862536s
2024-05-03 11:27:53.179648645 +0000 UTC m=+284.647695570,100000,9,1.143293ms,6.153041ms,364.212µs,874.6664209558421,12.853757764s
2024-05-03 11:28:05.338038198 +0000 UTC m=+296.806085118,100000,10,1.201116ms,7.165126ms,372.096µs,832.558634679189,12.154813868s
2024-05-03 11:28:17.051644059 +0000 UTC m=+308.519690974,100000,11,1.272971ms,7.626255ms,391.904µs,785.5633027245134,11.710027193s
2024-05-03 11:28:28.335430508 +0000 UTC m=+319.803477425,100000,12,1.338409ms,7.902547ms,376.692µs,747.1555601354295,11.280303224s
2024-05-03 11:28:39.191151415 +0000 UTC m=+330.659198333,100000,13,1.393777ms,7.516763ms,383.839µs,717.4748735557489,10.852224526s
2024-05-03 11:28:49.71686764 +0000 UTC m=+341.184914560,100000,14,1.454218ms,7.544855ms,357.494µs,687.6544856549849,10.521866604s
2024-05-03 11:29:00.054303746 +0000 UTC m=+351.522350663,100000,15,1.530394ms,10.411235ms,370.538µs,653.4262170322178,10.333883711s
2024-05-03 11:29:10.172921559 +0000 UTC m=+361.640968477,100000,16,1.597467ms,8.23323ms,396.933µs,625.9906817807761,10.114982081s
2024-05-03 11:29:20.00141221 +0000 UTC m=+371.469459156,100000,17,1.648723ms,12.018304ms,420.035µs,606.5296572538966,9.825020326s
