Timestamp,Total Requests,Concurrent Requests,Average Latency,Max Latency,Min Latency,Avg. Throughput req/s,Time Elapsed
2024-05-02 13:47:38.447745909 +0000 UTC m=+24.689717334,0,0,0,0,0,0,0
2024-05-02 13:48:15.354869311 +0000 UTC m=+61.596840727,100000,1,360.082µs,4.243466ms,194.405µs,2777.1382261414014,36.903521438s
2024-05-02 13:48:35.42063927 +0000 UTC m=+81.662610684,100000,2,390.568µs,3.367712ms,189.302µs,2560.371807083429,20.062308423s
2024-05-02 13:48:50.226823174 +0000 UTC m=+96.468794588,100000,3,433.288µs,3.441282ms,178.508µs,2307.9308389132357,14.802677728s
2024-05-02 13:49:02.200289383 +0000 UTC m=+108.442260801,100000,4,467.853µs,4.249963ms,184.717µs,2137.421330395936,11.969881893s
2024-05-02 13:49:12.640671553 +0000 UTC m=+118.882642968,100000,5,510.509µs,4.43232ms,183.298µs,1958.8291193480025,10.43694684s
2024-05-02 13:49:22.109983154 +0000 UTC m=+128.351954570,100000,6,555.863µs,11.123962ms,196.588µs,1799.003735992372,9.465883703s
2024-05-02 13:49:30.392085437 +0000 UTC m=+136.634056853,100000,7,567.002µs,4.568783ms,189.767µs,1763.660068937799,8.278616383s
2024-05-02 13:49:38.236738072 +0000 UTC m=+144.478709487,100000,8,614.398µs,4.762934ms,194.198µs,1627.6092826421268,7.841173693s
2024-05-02 13:49:45.469893892 +0000 UTC m=+151.711865308,100000,9,636.687µs,5.021573ms,190.035µs,1570.6297185466328,7.229723826s
2024-05-02 13:49:52.334203193 +0000 UTC m=+158.576174607,100000,10,671.374µs,4.345558ms,208.146µs,1489.4824710080088,6.860862765s
2024-05-02 13:49:58.749095666 +0000 UTC m=+164.991067081,100000,11,689.523µs,4.741879ms,209.489µs,1450.277516294357,6.411430393s
2024-05-02 13:50:04.900616179 +0000 UTC m=+171.142587595,100000,12,719.556µs,5.848467ms,211.296µs,1389.7453690787725,6.148007174s
2024-05-02 13:50:10.988709242 +0000 UTC m=+177.230680656,100000,13,770.51µs,5.667885ms,215.394µs,1297.840081367973,6.084591903s
2024-05-02 13:50:16.921687946 +0000 UTC m=+183.163659360,100000,14,808.938µs,4.576756ms,203.633µs,1236.188486025226,5.929175241s
2024-05-02 13:50:22.826781452 +0000 UTC m=+189.068752867,100000,15,861.765µs,4.200711ms,219.759µs,1160.4084029306157,5.901606805s
2024-05-02 13:50:28.532631858 +0000 UTC m=+194.774603276,100000,16,884.996µs,5.100385ms,239.485µs,1129.9474765373234,5.702350499s
2024-05-02 13:50:34.04425654 +0000 UTC m=+200.286227955,100000,17,907.965µs,6.36817ms,216.657µs,1101.3632722846078,5.508083979s
2024-05-02 13:50:39.394218153 +0000 UTC m=+205.636189567,100000,18,931.648µs,5.448448ms,216.83µs,1073.3661093460303,5.346579265s
2024-05-02 13:50:44.595113452 +0000 UTC m=+210.837084867,100000,19,953.925µs,4.971287ms,226.952µs,1048.2995500019913,5.19746172s
2024-05-02 13:50:49.697361266 +0000 UTC m=+215.939332687,100000,20,985.517µs,6.071341ms,206.689µs,1014.6955200216034,5.098743078s
2024-05-02 13:50:54.693478118 +0000 UTC m=+220.935449532,100000,21,1.009387ms,4.889635ms,223.543µs,990.6998356675281,4.992469314s
2024-05-02 13:50:59.609356141 +0000 UTC m=+225.851327560,100000,22,1.040542ms,5.470359ms,240.431µs,961.0375849482143,4.91205979s
2024-05-02 13:51:04.408008484 +0000 UTC m=+230.649979901,100000,23,1.06177ms,5.933629ms,240.28µs,941.8230491662414,4.795162295s
2024-05-02 13:51:09.117993768 +0000 UTC m=+235.359965183,100000,24,1.085628ms,5.227932ms,225.727µs,921.1254247397646,4.706525919s
2024-05-02 13:51:13.674522486 +0000 UTC m=+239.916493901,100000,25,1.091656ms,5.345512ms,242.591µs,916.03944009777,4.552993525s
2024-05-02 13:51:18.240551144 +0000 UTC m=+244.482522558,100000,26,1.137061ms,5.503185ms,247.817µs,879.4596749448211,4.560841175s
2024-05-02 13:51:22.78711163 +0000 UTC m=+249.029083058,100000,27,1.175636ms,6.082876ms,245.081µs,850.6032415967777,4.54303188s
2024-05-02 13:51:27.246106004 +0000 UTC m=+253.488077418,100000,28,1.196449ms,8.437024ms,259.556µs,835.8059836777995,4.455564171s
2024-05-02 13:51:31.641285712 +0000 UTC m=+257.883257127,100000,29,1.220486ms,5.620325ms,244.24µs,819.3454222913851,4.391596536s
2024-05-02 13:51:35.949103213 +0000 UTC m=+262.191074628,100000,30,1.236187ms,6.087869ms,234.247µs,808.9386403322326,4.304308442s
2024-05-02 13:51:40.21991994 +0000 UTC m=+266.461891354,100000,31,1.264373ms,6.997763ms,250.997µs,790.9054530216868,4.267381761s
2024-05-02 13:51:44.42946567 +0000 UTC m=+270.671437083,100000,32,1.282486ms,7.38221ms,231.554µs,779.7350646095631,4.206045592s
2024-05-02 13:51:48.62433775 +0000 UTC m=+274.866309167,100000,33,1.320359ms,6.779193ms,257.016µs,757.3693954038225,4.191399753s
2024-05-02 13:51:52.80232089 +0000 UTC m=+279.044292305,100000,34,1.353262ms,6.546395ms,234.248µs,738.9547011641653,4.174177679s
2024-05-02 13:51:56.868832895 +0000 UTC m=+283.110804309,100000,35,1.355693ms,6.411144ms,241.753µs,737.6300822812701,4.06304155s
2024-05-02 13:52:00.956178414 +0000 UTC m=+287.198149830,100000,36,1.400365ms,7.368462ms,268.005µs,714.099186967038,4.083922817s
2024-05-02 13:52:05.067465101 +0000 UTC m=+291.309436517,100000,37,1.447115ms,6.78878ms,270.978µs,691.0299281170471,4.107802926s
2024-05-02 13:52:09.137779204 +0000 UTC m=+295.379750619,100000,38,1.466638ms,6.783393ms,265.377µs,681.8312942320224,4.066826318s
2024-05-02 13:52:13.167941201 +0000 UTC m=+299.409912627,100000,39,1.490498ms,7.12909ms,232.233µs,670.9164588525886,4.026607336s
2024-05-02 13:52:17.16793933 +0000 UTC m=+303.409910746,100000,40,1.522697ms,6.750807ms,270.101µs,656.7292296402859,3.996504547s
2024-05-02 13:52:21.124455627 +0000 UTC m=+307.366427045,100000,41,1.541916ms,7.503764ms,274.519µs,648.5433720151411,3.952970207s
2024-05-02 13:52:25.050915503 +0000 UTC m=+311.292886918,100000,42,1.563709ms,10.590137ms,261.818µs,639.5049822931501,3.922959965s
2024-05-02 13:52:28.922165053 +0000 UTC m=+315.164136469,100000,43,1.578667ms,7.272378ms,256.898µs,633.4454490403589,3.867738096s
2024-05-02 13:52:32.753015522 +0000 UTC m=+318.994986937,100000,44,1.59877ms,8.06123ms,263.384µs,625.4806550463737,3.827183982s
2024-05-02 13:52:36.601919696 +0000 UTC m=+322.843891115,100000,45,1.638253ms,7.690069ms,263.446µs,610.4063029056853,3.845482746s
2024-05-02 13:52:40.3839766 +0000 UTC m=+326.625948016,100000,46,1.646308ms,7.688494ms,248.617µs,607.4195565347305,3.776884705s
2024-05-02 13:52:44.197480006 +0000 UTC m=+330.439451422,100000,47,1.695605ms,7.563854ms,267.708µs,589.7596893931346,3.809265223s
2024-05-02 13:52:47.95728375 +0000 UTC m=+334.199255165,100000,48,1.7071ms,11.268415ms,288.347µs,585.7885612972714,3.756350327s
2024-05-02 13:52:51.741661988 +0000 UTC m=+337.983633403,100000,49,1.754776ms,8.354733ms,284.274µs,569.8730526230438,3.7808564s
2024-05-02 13:52:55.41296034 +0000 UTC m=+341.654931755,100000,50,1.737181ms,7.233653ms,267.902µs,575.6449808816081,3.667872889s
2024-05-02 13:52:59.068270886 +0000 UTC m=+345.310242306,100000,51,1.763179ms,7.333128ms,273.929µs,567.1571963026614,3.651896866s
2024-05-02 13:53:02.742821144 +0000 UTC m=+348.984792559,100000,52,1.803294ms,9.851672ms,262.594µs,554.5406250722738,3.670944107s
