Timestamp,Total Requests,Concurrent Requests,Average Latency,Max Latency,Min Latency,Avg. Throughput req/s,Time Elapsed
2024-04-25 14:32:04.115110182 +0000 UTC m=+77.883978671,0,0,0,0,0,0,0
2024-04-25 14:33:16.676682075 +0000 UTC m=+150.445550574,100000,1,716.567µs,15.736955ms,389.92µs,1395.5419675993223,1m12.559251803s
2024-04-25 14:33:51.998211046 +0000 UTC m=+185.767079535,100000,2,696.854µs,4.636631ms,354.67µs,1435.0202358328122,35.319049651s
2024-04-25 14:34:18.521432451 +0000 UTC m=+212.290300950,100000,3,785.008µs,13.227963ms,371.48µs,1273.8722243228442,26.521118535s
2024-04-25 14:34:39.956113677 +0000 UTC m=+233.724982166,100000,4,846.302µs,15.553421ms,351.72µs,1181.6102635600494,21.432583216s
2024-04-25 14:34:58.804553036 +0000 UTC m=+252.573421525,100000,5,930.742µs,51.228534ms,362.83µs,1074.4114726974626,18.846294638s
2024-04-25 14:35:15.782096955 +0000 UTC m=+269.550965454,100000,6,1.006361ms,27.764252ms,377.79µs,993.6784594921115,16.975096669s
2024-04-25 14:35:31.389932929 +0000 UTC m=+285.158801418,100000,7,1.079726ms,12.780011ms,385.98µs,926.1605798827951,15.605526073s
2024-04-25 14:35:45.858304768 +0000 UTC m=+299.627173267,100000,8,1.144007ms,7.88008ms,345.329µs,874.119848949179,14.466284969s
2024-04-25 14:35:59.37575435 +0000 UTC m=+313.144622849,100000,9,1.202219ms,6.79192ms,381.82µs,831.7946371227409,13.514105962s
2024-04-25 14:36:12.322201509 +0000 UTC m=+326.091070008,100000,10,1.279538ms,26.83499ms,402.66µs,781.5318015192788,12.944332029s
2024-04-25 14:36:24.788642734 +0000 UTC m=+338.557511233,100000,11,1.355421ms,24.09434ms,381.401µs,737.7779096203953,12.464340005s
2024-04-25 14:36:36.798716595 +0000 UTC m=+350.567585084,100000,12,1.42418ms,9.662761ms,409.61µs,702.1581340515411,12.007980391s
2024-04-25 14:36:48.296305749 +0000 UTC m=+362.065174249,100000,13,1.47609ms,8.98797ms,439.26µs,677.465329932825,11.495461173s
2024-04-25 14:36:59.430264151 +0000 UTC m=+373.199132650,100000,14,1.539707ms,7.23568ms,402.05µs,649.4740554182704,11.131620881s
2024-04-25 14:37:10.425732109 +0000 UTC m=+384.194600598,100000,15,1.628328ms,10.27271ms,437.6µs,614.1268284743041,10.993177848s
2024-04-25 14:37:21.072340855 +0000 UTC m=+394.841209353,100000,16,1.680841ms,8.6473ms,413.49µs,594.9400878251722,10.644564045s
2024-04-25 14:37:31.608130401 +0000 UTC m=+405.376998890,100000,17,1.766613ms,9.770199ms,418.09µs,566.0548856737374,10.533731746s
2024-04-25 14:37:41.895888015 +0000 UTC m=+415.664756515,100000,18,1.826695ms,10.56996ms,473.18µs,547.4367146635251,10.284320624s
2024-04-25 14:37:51.920723675 +0000 UTC m=+425.689592174,100000,19,1.877427ms,11.06864ms,475.16µs,532.6438484953261,10.022510699s
2024-04-25 14:38:01.799711787 +0000 UTC m=+435.568580286,100000,20,1.947571ms,11.162209ms,479.79µs,513.4600083550582,9.876704342s
2024-04-25 14:38:11.498224833 +0000 UTC m=+445.267093322,100000,21,2.007343ms,12.204309ms,463.35µs,498.1707434306811,9.696279786s
2024-04-25 14:38:21.047698372 +0000 UTC m=+454.816566871,100000,22,2.069708ms,9.61387ms,477.59µs,483.1597546263285,9.547377758s
2024-04-25 14:38:30.494418764 +0000 UTC m=+464.263287263,100000,23,2.141661ms,11.68511ms,465.69µs,466.92723358742006,9.444637462s
2024-04-25 14:38:39.871853329 +0000 UTC m=+473.640721828,100000,24,2.219467ms,14.145848ms,461.43µs,450.5585479377086,9.375325076s
2024-04-25 14:38:49.070429051 +0000 UTC m=+482.839297550,100000,25,2.267012ms,14.464188ms,508.28µs,441.10911131135686,9.196439662s
2024-04-25 14:38:58.075069171 +0000 UTC m=+491.843937670,100000,26,2.30844ms,11.706249ms,465.56µs,433.1929532531856,9.002003092s
2024-04-25 14:39:07.100205248 +0000 UTC m=+500.869073737,100000,27,2.401486ms,10.907159ms,483.96µs,416.40878372834305,9.022501608s
2024-04-25 14:39:16.031652569 +0000 UTC m=+509.800521068,100000,28,2.463174ms,12.087078ms,470.34µs,405.9802316539716,8.928923621s
2024-04-25 14:39:24.8975111 +0000 UTC m=+518.666379599,100000,29,2.535483ms,18.712747ms,512.78µs,394.40208091542064,8.863629171s
2024-04-25 14:39:33.746650351 +0000 UTC m=+527.515518850,100000,30,2.616329ms,14.056868ms,493.8µs,382.2147914644969,8.846788922s
2024-04-25 14:39:42.471008194 +0000 UTC m=+536.239876693,100000,31,2.666788ms,12.268697ms,500.19µs,374.9828445976693,8.721921214s
2024-04-25 14:39:51.239818377 +0000 UTC m=+545.008686875,100000,32,2.766259ms,12.794577ms,502.71µs,361.4989805894983,8.766599103s
2024-04-25 14:39:59.869259112 +0000 UTC m=+553.638127611,100000,33,2.807303ms,34.189482ms,506µs,356.2137484206105,8.627046285s
2024-04-25 14:40:08.507227825 +0000 UTC m=+562.276096314,100000,34,2.896121ms,15.487556ms,516.62µs,345.28941181558963,8.635829343s
2024-04-25 14:40:16.963566451 +0000 UTC m=+570.732434940,100000,35,2.919112ms,16.999726ms,442.48µs,342.5699250204194,8.454299197s
